Geneid	0_R1	0_R2	5_R1	5_R2	10_R1	10_R2	15_R1	15_R2	Entity	Symbol	is_outlier	outlier_info
gene-PPLUZ19_gp12.1	0	0	526	462	71597	77058	28150	21977	phage	gp12.1	False	
gene-PA0833	63	83	85	88	25	22	12	9	host	gene-PA0833	False	
gene-PA4592	74	63	20	58	3	9	0	0	host	gene-PA4592	False	
gene-PA4043	50	24	18	34	5	6	5	1	host	ispA	False	
gene-PA3707	210	194	110	187	23	26	13	7	host	gene-PA3707	False	
gene-PA5483	45	42	30	31	2	2	5	7	host	algB	False	
gene-PA5321	144	133	156	178	21	22	19	9	host	dut	False	
gene-PA4971	357	214	70	86	19	9	10	2	host	aspP	False	
gene-PA2733	200	280	156	291	12	25	12	8	host	gene-PA2733	False	
gene-PA2718	21	17	4	4	0	3	1	0	host	gene-PA2718	False	
gene-PA0741	19	21	19	31	7	7	0	4	host	gene-PA0741	False	
gene-PPLUZ19_gp43	0	0	444	736	64	310	20343	13706	phage	gp43	False	
gene-PA1054	113	108	83	132	18	30	14	6	host	gene-PA1054	False	
gene-PA3579	48	40	68	153	20	10	9	5	host	gene-PA3579	False	
gene-PA4048	65	43	27	55	9	8	5	4	host	gene-PA4048	False	
gene-PA5567	59	72	90	139	25	24	12	13	host	gene-PA5567	False	
gene-PA0213	1	1	1	5	0	0	0	0	host	gene-PA0213	False	
gene-PA3558	1	1	0	4	1	1	0	1	host	arnF	False	
gene-PA5310	72	38	25	52	13	6	9	7	host	gene-PA5310	False	
gene-PA4800	28	31	23	39	4	7	6	1	host	gene-PA4800	False	
gene-PA0058	4	4	1	3	2	2	0	0	host	gene-PA0058	False	
gene-PA2428	29	28	15	20	6	6	1	3	host	gene-PA2428	False	
gene-PA5548	57	63	53	79	15	18	16	15	host	gene-PA5548	False	
gene-PA0462	20	18	23	19	7	2	7	0	host	gene-PA0462	False	
gene-PA3879	50	24	17	21	5	2	2	1	host	narL	False	
gene-PA2864	72	82	40	47	12	5	9	6	host	gene-PA2864	False	
gene-PA3606	24	27	15	29	7	6	2	1	host	gene-PA3606	False	
gene-PA1724	180	92	161	116	41	19	4	9	host	pscK	False	
gene-PA0531	14	11	12	23	1	2	2	1	host	gene-PA0531	False	
gene-PA2689	15	7	4	7	4	0	1	1	host	gene-PA2689	False	
gene-PA4569	210	206	159	227	49	51	34	25	host	ispB	False	
gene-PA4455	136	198	146	221	45	45	22	20	host	gene-PA4455	False	
gene-PA3951	26	27	9	18	7	6	3	0	host	gene-PA3951	False	
gene-PA5019	131	92	43	100	22	34	17	9	host	gene-PA5019	False	
gene-PA5122	34	34	20	17	2	4	7	3	host	gene-PA5122	False	
gene-PA5431	12	9	5	6	2	3	1	1	host	gene-PA5431	False	
gene-PA0869	68	56	83	154	15	13	8	8	host	pbpG	False	
gene-PA3497	27	18	2	5	2	4	4	2	host	gene-PA3497	False	
gene-PA0477	16	12	8	3	0	3	0	1	host	gene-PA0477	False	
gene-PA3696	139	110	104	106	11	14	3	4	host	gene-PA3696	False	
gene-PA2833	12	12	4	5	0	2	1	0	host	gene-PA2833	False	
gene-PA3498	15	16	15	13	0	5	2	0	host	gene-PA3498	False	
gene-PA3073	32	19	19	31	3	5	5	2	host	gene-PA3073	False	
gene-PA3219	5	2	5	3	2	1	0	0	host	gene-PA3219	False	
gene-PA0906	46	46	26	46	6	2	3	3	host	gene-PA0906	False	
gene-PA2322	66	50	136	213	20	16	5	8	host	gene-PA2322	False	
gene-PA2235	134	129	188	230	51	24	24	15	host	pslE	False	
gene-PA0661	42	42	21	35	4	14	18	4	host	gene-PA0661	False	
gene-PA4837	24	10	8	12	7	4	3	1	host	gene-PA4837	False	
gene-PA5298	61	61	78	110	30	52	24	13	host	gene-PA5298	False	
gene-PA0451a	42	18	13	18	0	5	6	0	host	gene-PA0451a	False	
gene-PA0787	47	29	14	26	6	9	2	2	host	gene-PA0787	False	
gene-PA4893	42	54	26	50	4	4	3	3	host	ureG	False	
gene-PA0135	1	2	2	1	0	0	0	0	host	gene-PA0135	False	
gene-PA1431	83	196	97	158	13	22	5	3	host	rsaL	False	
gene-PA3521	12	3	2	3	1	4	0	0	host	gene-PA3521	False	
gene-PA0537	81	52	72	86	20	11	7	4	host	gene-PA0537	False	
gene-PA2558	53	63	65	79	23	28	16	6	host	gene-PA2558	False	
gene-PA0325	46	24	12	19	3	7	1	2	host	gene-PA0325	False	
gene-PA5299	88	87	75	133	25	25	13	8	host	gene-PA5299	False	
gene-PA2961	178	167	198	316	27	58	24	14	host	holB	False	
gene-PA4183	26	33	13	11	2	0	2	0	host	gene-PA4183	False	
gene-PA1264	11	4	3	2	0	1	1	0	host	gene-PA1264	False	
gene-PA0420	84	110	132	201	37	40	22	8	host	bioA	False	
gene-PA4910	28	25	19	41	8	2	0	1	host	gene-PA4910	False	
gene-PA2134	2	2	0	3	0	1	0	0	host	gene-PA2134	False	
gene-PA1401	13	20	9	12	1	0	1	0	host	gene-PA1401	False	
gene-PA5081	17	17	10	19	3	2	2	3	host	gene-PA5081	False	
gene-PA1472	19	13	12	16	3	1	3	2	host	gene-PA1472	False	
gene-PA2658	123	131	81	138	21	21	8	6	host	gene-PA2658	False	
gene-PA2130	12	22	7	8	3	2	4	2	host	cupA3	False	
gene-PA1237	6	4	4	1	1	0	0	1	host	gene-PA1237	False	
gene-PA4899	28	34	18	18	4	4	1	1	host	gene-PA4899	False	
gene-PA3577	42	24	6	22	0	4	2	0	host	gene-PA3577	False	
gene-PA3264	31	25	31	37	3	7	2	5	host	gene-PA3264	False	
gene-PA4804	39	29	7	16	7	4	2	5	host	gene-PA4804	False	
gene-PA4298	11	11	2	3	3	3	2	0	host	gene-PA4298	False	
gene-PA3139.1	6	11	8	24	7	2	4	0	host	gene-PA3139.1	False	
gene-PA0461	174	137	96	110	21	32	14	18	host	gene-PA0461	False	
gene-PA4514	183	239	24	46	9	6	6	8	host	gene-PA4514	False	
gene-PA0614	44	52	25	49	13	25	14	4	host	gene-PA0614	False	
gene-PA3460	49	48	11	29	7	8	5	2	host	gene-PA3460	False	
gene-PA3717	21	21	11	18	4	5	4	2	host	gene-PA3717	False	
gene-PA2269	21	19	12	9	4	1	3	1	host	gene-PA2269	False	
gene-PA0612	18	28	11	22	14	16	6	3	host	ptrB	False	
gene-PA2470	6	2	3	3	0	2	2	1	host	gtdA	False	
gene-PA2212	10	5	9	7	3	2	1	1	host	gene-PA2212	False	
gene-PA2168	1	2	2	0	1	0	0	1	host	gene-PA2168	False	
gene-PA3428	1	3	0	4	0	1	1	0	host	gene-PA3428	False	
gene-PA0520	22	18	13	16	9	3	0	6	host	nirQ	False	
gene-PA1138	16	13	3	4	1	1	0	0	host	gene-PA1138	False	
gene-PA1019	13	13	2	8	3	2	3	1	host	mucK	False	
gene-PA5101	37	31	17	26	3	2	5	2	host	gene-PA5101	False	
gene-PA4880	19	20	4	10	1	1	1	1	host	gene-PA4880	False	
gene-PA0157	39	41	27	36	10	10	2	2	host	gene-PA0157	False	
gene-PA2224	4	12	6	9	1	3	4	0	host	gene-PA2224	False	
gene-PA1145	19	34	11	23	3	2	1	4	host	gene-PA1145	False	
gene-PA5235	69	114	90	174	21	21	6	7	host	glpT	False	
gene-PA1578	57	31	23	46	5	7	1	4	host	gene-PA1578	False	
gene-PA4863	25	25	3	7	2	3	2	1	host	gene-PA4863	False	
gene-PA4327	21	11	5	8	0	2	1	2	host	gene-PA4327	False	
gene-PA5417	0	3	1	2	1	0	1	0	host	soxD	False	
gene-PA3320	8	4	2	2	0	1	1	0	host	gene-PA3320	False	
gene-PA2797	108	152	100	156	30	27	28	15	host	gene-PA2797	False	
gene-PA1976	26	20	13	17	0	1	1	1	host	ercS'	False	
gene-PA1309	76	60	51	50	7	8	4	2	host	gene-PA1309	False	
gene-PA3227	88	79	102	111	18	12	11	5	host	ppiA	False	
gene-PA4452	219	149	93	125	24	36	13	13	host	gene-PA4452	False	
gene-PA1336	184	42	213	63	36	17	8	12	host	gene-PA1336	False	
gene-PA1234	52	43	16	27	2	2	2	2	host	gene-PA1234	False	
gene-PA5358	174	113	86	88	19	16	19	11	host	ubiA	False	
gene-PA3564	21	8	14	12	1	3	1	2	host	gene-PA3564	False	
gene-PA1508	21	16	3	20	2	1	0	0	host	gene-PA1508	False	
gene-PA1897	15	9	2	4	2	1	0	2	host	gene-PA1897	False	
gene-PA1225	15	10	1	5	0	0	0	0	host	gene-PA1225	False	
gene-PA1859	20	19	10	13	3	1	2	1	host	gene-PA1859	False	
gene-PA5541	159	115	84	126	10	14	4	4	host	pyrQ	False	
gene-PA5543	76	33	31	51	2	2	4	1	host	gene-PA5543	False	
gene-PA3864	67	63	40	90	17	11	6	8	host	dauR	False	
gene-PA4330	111	91	54	86	17	11	9	6	host	gene-PA4330	False	
gene-PA4785	49	32	31	52	4	4	2	1	host	gene-PA4785	False	
gene-PA4516	85	81	16	19	3	6	3	1	host	gene-PA4516	False	
gene-PA3352	146	109	99	113	16	25	10	8	host	gene-PA3352	False	
gene-PA3638	59	49	190	275	46	56	19	15	host	gene-PA3638	False	
gene-PA4636a	26	22	5	16	1	2	2	1	host	gene-PA4636a	False	
gene-PA0372	76	52	61	76	14	6	6	6	host	gene-PA0372	False	
gene-PA1177	16	11	9	14	1	1	2	0	host	napE	False	
gene-PA4309	171	143	130	111	33	30	24	20	host	pctA	False	
gene-PA5474	96	84	21	43	9	19	6	5	host	gene-PA5474	False	
gene-PA1008	108	89	87	104	20	28	6	11	host	bcp	False	
gene-PA3212	92	117	39	54	9	10	13	2	host	gene-PA3212	False	
gene-PA2095	8	17	9	7	0	3	0	2	host	gene-PA2095	False	
gene-PA0043	27	16	11	12	2	4	0	1	host	gene-PA0043	False	
gene-PA3278	130	93	48	67	12	11	6	3	host	gene-PA3278	False	
gene-PA3567	59	48	61	104	8	9	1	0	host	gene-PA3567	False	
gene-PA2266	21	18	15	26	7	1	0	2	host	gene-PA2266	False	
gene-PA4422	150	100	90	129	14	24	10	8	host	gene-PA4422	False	
gene-PA5171	65	55	54	92	16	24	7	6	host	arcA	False	
gene-PA0150	66	59	9	7	0	5	3	1	host	gene-PA0150	False	
gene-PA1324	23	17	16	16	3	4	0	0	host	gene-PA1324	False	
gene-PA1182	49	26	23	35	12	11	3	4	host	gene-PA1182	False	
gene-PA5134	161	153	94	142	27	23	10	9	host	gene-PA5134	False	
gene-PA4518	23	57	19	24	8	9	7	1	host	gene-PA4518	False	
gene-PA5375	29	22	136	89	42	11	18	15	host	betT1	False	
gene-PA0875	202	135	41	58	16	19	14	6	host	gene-PA0875	False	
gene-PA0922.1	5	5	5	2	2	2	3	2	host	gene-PA0922.1	False	
gene-PA1975	13	16	4	8	1	0	1	1	host	gene-PA1975	False	
gene-PA3510	12	5	12	15	2	2	0	0	host	gene-PA3510	False	
gene-PA0832	31	32	16	24	6	6	5	1	host	gene-PA0832	False	
gene-PA0025	79	99	43	89	15	18	7	8	host	aroE	False	
gene-PA2869	19	13	2	10	5	3	1	1	host	gene-PA2869	False	
gene-PA0538	24	27	18	21	2	5	4	2	host	dsbB	False	
gene-PA3265	15	6	9	12	0	0	2	5	host	gene-PA3265	False	
gene-PA2114	103	23	109	110	20	12	3	11	host	gene-PA2114	False	
gene-PA3487	68	92	44	69	11	18	12	11	host	pldA	False	
gene-PA4077	5	4	3	4	4	3	0	1	host	gene-PA4077	False	
gene-PA1090	220	182	129	168	14	16	7	6	host	gene-PA1090	False	
gene-PA3761	23	19	14	28	4	3	5	1	host	gene-PA3761	False	
gene-PA3669	125	124	32	61	8	12	6	4	host	gene-PA3669	False	
gene-PA0713	114	192	28	80	6	13	2	5	host	gene-PA0713	False	
gene-PA4078	40	15	5	21	3	3	3	2	host	gene-PA4078	False	
gene-PA0551	92	125	68	99	18	20	23	18	host	epd	False	
gene-PA5422	103	82	78	85	19	14	12	3	host	gene-PA5422	False	
gene-PA5442	85	68	43	91	6	6	2	8	host	gene-PA5442	False	
gene-PA2217	17	10	6	16	4	6	1	4	host	gene-PA2217	False	
gene-PA4328	24	24	7	19	0	2	1	3	host	gene-PA4328	False	
gene-PA2707	189	213	58	89	21	17	8	9	host	gene-PA2707	False	
gene-PA0224	40	33	10	22	5	8	1	2	host	gene-PA0224	False	
gene-PA2955	48	66	26	36	6	12	6	3	host	gene-PA2955	False	
gene-PA4822	10	9	7	16	2	5	5	1	host	gene-PA4822	False	
gene-PA0271	40	30	16	22	2	5	0	1	host	gene-PA0271	False	
gene-PA0557	28	27	20	42	3	3	2	2	host	gene-PA0557	False	
gene-PA0593	83	87	91	101	21	26	7	8	host	pdxA	False	
gene-PA3616	84	91	43	90	14	14	6	11	host	gene-PA3616	False	
gene-PA1283	87	37	17	35	7	5	5	2	host	gene-PA1283	False	
gene-PA0457	31	43	44	60	6	7	1	1	host	gene-PA0457	False	
gene-PA1693	49	44	41	32	21	11	7	3	host	pscR	False	
gene-PA3691	64	36	46	41	11	7	9	5	host	gene-PA3691	False	
gene-PA4790	34	31	20	40	4	6	3	2	host	gene-PA4790	False	
gene-PA1482	33	62	32	70	13	18	13	6	host	ccmH	False	
gene-PA3690	149	96	94	110	25	28	20	15	host	gene-PA3690	False	
gene-PA1940	121	169	53	72	17	17	14	9	host	gene-PA1940	False	
gene-PA0354	59	83	63	107	24	29	23	6	host	gene-PA0354	False	
gene-PA1865	39	31	14	20	5	2	0	2	host	gene-PA1865	False	
gene-PA3829	30	29	14	14	2	4	2	3	host	gene-PA3829	False	
gene-PA1481	92	119	60	124	27	27	11	10	host	ccmG	False	
gene-PA0333	35	42	40	48	8	12	5	5	host	gene-PA0333	False	
gene-PA5421	40	29	32	23	10	8	5	3	host	fdhA	False	
gene-PA0368	47	43	35	50	4	13	4	3	host	gene-PA0368	False	
gene-PA0941	53	20	33	19	18	6	2	0	host	gene-PA0941	False	
gene-PA5164	130	145	97	119	27	37	21	16	host	rmlC	False	
gene-PA2609	62	45	39	56	12	13	8	3	host	gene-PA2609	False	
gene-PA3604	90	119	53	111	18	17	17	10	host	erdR	False	
gene-PA2238	39	29	37	48	5	6	2	1	host	pslH	False	
gene-PA2515	3	0	3	1	0	1	0	1	host	xylL	False	
gene-PA1901	25	98	8	122	5	19	4	3	host	phzC2	False	
gene-PA1220	2	4	1	1	0	1	2	0	host	gene-PA1220	False	
gene-PA2153	5	5	5	5	0	1	0	0	host	glgB	False	
gene-PA3952	15	14	6	8	3	3	1	1	host	gene-PA3952	False	
gene-PA0752	17	14	40	35	6	4	5	0	host	gene-PA0752	False	
gene-PA2240	48	29	42	69	15	13	4	5	host	pslJ	False	
gene-PA4202	45	30	19	22	1	2	4	1	host	gene-PA4202	False	
gene-PA2090	3	0	3	3	1	0	0	0	host	gene-PA2090	False	
gene-PA2043	51	64	52	99	8	6	7	1	host	gene-PA2043	False	
gene-PA1651	78	62	25	35	7	3	5	4	host	gene-PA1651	False	
gene-PA3881	29	17	14	23	3	6	1	1	host	gene-PA3881	False	
gene-PA5502	53	47	31	36	9	10	3	5	host	gene-PA5502	False	
gene-PA0437	88	82	49	65	17	22	11	10	host	codA	False	
gene-PA0545	21	23	14	17	2	5	3	3	host	gene-PA0545	False	
gene-PA3124	108	66	27	49	1	5	6	2	host	gene-PA3124	False	
gene-PA1517	16	13	6	12	1	2	1	1	host	gene-PA1517	False	
gene-PA1238	5	3	2	3	1	4	0	0	host	gene-PA1238	False	
gene-PA2562	194	163	77	108	27	23	15	11	host	gene-PA2562	False	
gene-PA3748	96	92	57	74	12	14	9	5	host	gene-PA3748	False	
gene-PA4424	82	97	78	92	17	18	7	8	host	gene-PA4424	False	
gene-PA1403	13	7	1	2	1	0	0	0	host	gene-PA1403	False	
gene-PA3474	8	24	10	22	2	6	3	0	host	gene-PA3474	False	
gene-PA1786	12	8	8	9	3	1	4	4	host	gene-PA1786	False	
gene-PA3346	153	130	60	98	11	24	7	6	host	gene-PA3346	False	
gene-PA1134	83	76	40	63	8	12	8	3	host	gene-PA1134	False	
gene-PA4338	37	17	16	15	4	2	2	3	host	gene-PA4338	False	
gene-PA1736	58	44	17	20	5	3	4	2	host	gene-PA1736	False	
gene-PA4779	9	10	5	12	1	1	1	0	host	gene-PA4779	False	
gene-PA0978	11	13	13	13	2	1	6	0	host	gene-PA0978	False	
gene-PA0242	7	6	5	4	1	3	0	1	host	gene-PA0242	False	
gene-PA2103	74	71	45	60	7	7	1	1	host	gene-PA2103	False	
gene-PA4508	23	13	5	13	0	2	1	0	host	gene-PA4508	False	
gene-PA3464	30	27	14	13	3	2	0	1	host	gene-PA3464	False	
gene-PA2366	118	109	78	99	14	16	6	4	host	gene-PA2366	False	
gene-PA3848	41	39	39	39	11	10	5	2	host	gene-PA3848	False	
gene-PA4179	36	20	30	29	3	1	4	2	host	gene-PA4179	False	
gene-PA0918	7	15	17	14	9	13	6	3	host	gene-PA0918	False	
gene-PA3330	5	31	5	39	1	6	2	0	host	gene-PA3330	False	
gene-PA0950	53	57	57	56	16	18	19	16	host	gene-PA0950	False	
gene-PA0908	14	20	10	19	4	8	3	2	host	gene-PA0908	False	
gene-PA1353	14	6	13	6	3	1	2	1	host	gene-PA1353	False	
gene-PA4752	164	142	150	237	18	28	15	9	host	ftsJ	False	
gene-PA4644	22	33	11	17	6	17	15	7	host	gene-PA4644	False	
gene-PA4186	90	93	36	63	17	21	11	7	host	gene-PA4186	False	
gene-PA3022	177	89	61	80	18	9	4	10	host	gene-PA3022	False	
gene-PA0889	48	132	51	85	11	12	7	10	host	aotQ	False	
gene-PA3777	87	77	29	55	5	5	6	5	host	xseA	False	
gene-PA2575	53	67	61	35	7	6	3	5	host	gene-PA2575	False	
gene-PA4236	113	123	72	105	35	55	31	22	host	katA	False	
gene-PA0488	13	12	1	4	2	2	4	1	host	gene-PA0488	False	
gene-PA1696	80	19	18	12	8	3	1	3	host	pscO	False	
gene-PA1769	83	95	81	120	43	44	21	17	host	gene-PA1769	False	
gene-PA2079	21	23	45	58	6	8	2	2	host	gene-PA2079	False	
gene-PA0167	92	99	10	21	10	4	2	6	host	gene-PA0167	False	
gene-PA1628	11	7	1	3	1	3	2	1	host	gene-PA1628	False	
gene-PA3398	67	83	26	53	12	11	8	9	host	gene-PA3398	False	
gene-PA1272	33	26	12	20	5	6	2	2	host	cobO	False	
gene-PA5069	95	80	59	93	9	17	10	7	host	tatB	False	
gene-PA3449	3	2	0	1	0	0	1	0	host	gene-PA3449	False	
gene-PA3024	73	58	40	65	6	10	4	8	host	gene-PA3024	False	
gene-PA4080	43	55	14	29	2	5	2	3	host	gene-PA4080	False	
gene-PA3515	38	47	16	35	3	2	2	1	host	gene-PA3515	False	
gene-PA1923	11	5	8	10	4	2	1	2	host	gene-PA1923	False	
gene-PA3733	76	110	47	75	11	17	12	10	host	gene-PA3733	False	
gene-PA3714	2	6	4	3	0	3	0	1	host	gene-PA3714	False	
gene-PA1956	2	3	3	3	1	1	1	0	host	gene-PA1956	False	
gene-PA1932	25	12	13	27	2	3	2	3	host	gene-PA1932	False	
gene-PA0490	22	8	7	10	0	4	2	0	host	gene-PA0490	False	
gene-PA2492	88	67	18	23	7	6	5	2	host	mexT	False	
gene-PA0149	98	86	11	9	0	1	3	0	host	gene-PA0149	False	
gene-PA5149	105	71	51	87	4	8	0	7	host	gene-PA5149	False	
gene-PA4458	160	215	167	255	50	57	27	19	host	gene-PA4458	False	
gene-PA4062	33	19	15	16	8	5	4	0	host	gene-PA4062	False	
gene-PA0592	51	49	48	79	15	16	9	12	host	ksgA	False	
gene-PA1512	7	19	5	4	5	2	0	0	host	hcpA	False	
gene-PA1913	37	46	33	44	21	13	8	11	host	gene-PA1913	False	
gene-PA1256	5	4	5	10	1	0	0	1	host	gene-PA1256	False	
gene-PA3730	99	141	53	120	16	19	13	14	host	gene-PA3730	False	
gene-PA2317	19	24	29	30	3	3	1	4	host	gene-PA2317	False	
gene-PA0424	186	144	120	193	26	29	8	9	host	mexR	False	
gene-PA3032	30	22	13	19	4	10	3	2	host	snr1	False	
gene-PA3241	174	91	32	72	13	22	1	4	host	gene-PA3241	False	
gene-PA1662	26	28	9	50	0	24	27	7	host	gene-PA1662	False	
gene-PA4346	13	9	5	5	1	2	3	1	host	gene-PA4346	False	
gene-PA3220	12	9	7	13	1	2	4	0	host	gene-PA3220	False	
gene-PA3050	178	156	133	194	40	33	17	12	host	pyrD	False	
gene-PA3353	97	82	62	96	23	23	11	9	host	gene-PA3353	False	
gene-PA0732	27	33	15	31	5	8	2	6	host	gene-PA0732	False	
gene-PA1891	3	2	2	0	1	0	1	0	host	gene-PA1891	False	
gene-PA5179	19	24	11	18	8	3	3	0	host	gene-PA5179	False	
gene-PA3545	57	57	19	26	6	6	3	2	host	algG	False	
gene-PA1619	27	23	20	30	0	7	0	1	host	gene-PA1619	False	
gene-PA2646	15	12	15	14	7	11	12	4	host	nuoK	False	
gene-PA0517	4	4	0	1	0	2	0	0	host	nirC	False	
gene-PA2765	72	105	51	120	14	19	20	13	host	gene-PA2765	False	
gene-PA1810	119	118	104	130	15	19	19	9	host	gene-PA1810	False	
gene-PA3390	3	5	5	10	0	2	0	1	host	gene-PA3390	False	
gene-PA4556	81	78	132	141	40	27	9	7	host	pilE	False	
gene-PA5141	143	188	142	215	51	39	23	11	host	hisA	False	
gene-PA4677	64	87	43	84	11	13	12	9	host	gene-PA4677	False	
gene-PA0939	19	23	29	34	4	6	4	0	host	gene-PA0939	False	
gene-PA1207	67	48	87	96	38	37	15	12	host	kefB	False	
gene-PA2163	11	2	4	2	0	2	0	1	host	gene-PA2163	False	
gene-PA1253	15	8	4	11	1	1	2	0	host	gene-PA1253	False	
gene-PA2748	60	54	25	36	2	7	7	2	host	gene-PA2748	False	
gene-PA2664	10	23	5	6	0	1	0	0	host	fhp	False	
gene-PA1374	4	9	8	7	0	2	3	1	host	gene-PA1374	False	
gene-PA5252	272	272	196	289	38	61	33	17	host	gene-PA5252	False	
gene-PA4886	23	20	20	51	8	10	2	1	host	gene-PA4886	False	
gene-PA2578	30	23	12	21	7	6	3	3	host	gene-PA2578	False	
gene-PA4584	77	80	59	92	12	19	6	1	host	gene-PA4584	False	
gene-PA0773	235	213	90	166	29	49	29	13	host	pdxJ	False	
gene-PA3596	19	7	5	13	0	0	0	1	host	gene-PA3596	False	
gene-PA1849	2	0	1	0	2	0	0	1	host	gene-PA1849	False	
gene-PA0608	55	47	40	74	11	15	16	11	host	gene-PA0608	False	
gene-PA4736	88	79	60	112	13	18	3	4	host	gene-PA4736	False	
gene-PA4213	3	52	4	104	0	14	3	0	host	phzD1	False	
gene-PA5129	113	128	143	200	21	45	13	13	host	grx	False	
gene-PA3571	16	17	17	24	2	6	1	2	host	mmsR	False	
gene-PA0778	27	17	15	13	8	6	3	4	host	icp	False	
gene-PA5096	40	22	13	21	5	2	0	4	host	gene-PA5096	False	
gene-PA5344	73	87	52	53	18	14	7	1	host	oxyR	False	
gene-PA2129	3	1	0	0	0	1	1	0	host	cupA2	False	
gene-PA0692	8	6	4	4	5	3	1	3	host	gene-PA0692	False	
gene-PA2534	51	41	11	23	5	12	3	1	host	gene-PA2534	False	
gene-PA3499	2	5	10	2	1	2	0	0	host	gene-PA3499	False	
gene-PA0075	41	34	35	58	5	8	5	5	host	pppA	False	
gene-PA5327	35	13	18	11	2	2	0	1	host	gene-PA5327	False	
gene-PA0757	84	72	34	83	8	8	7	5	host	gene-PA0757	False	
gene-PA3882	32	19	10	21	5	5	3	1	host	gene-PA3882	False	
gene-PA0072	21	26	13	26	0	2	1	0	host	gene-PA0072	False	
gene-PA1900	1	19	0	12	0	5	0	0	host	phzB2	False	
gene-PA3504	28	23	22	25	3	7	1	1	host	gene-PA3504	False	
gene-PA5387	8	9	4	2	4	3	5	2	host	cdhC	False	
gene-PA4176	69	128	89	128	23	22	9	1	host	ppiC2	False	
gene-PA5418	40	45	32	32	8	5	5	5	host	soxA	False	
gene-PA1324.1	5	8	3	3	0	2	1	0	host	gene-PA1324.1	False	
gene-PA4215	3	27	3	47	0	5	1	0	host	phzF1	False	
gene-PA2724	3	4	5	5	0	0	0	0	host	gene-PA2724	False	
gene-PA4319	41	77	50	69	17	22	9	10	host	gene-PA4319	False	
gene-PA1400	36	17	10	19	5	6	5	2	host	gene-PA1400	False	
gene-PA0351	71	52	16	39	8	8	14	1	host	gene-PA0351	False	
gene-PA1667	32	39	19	37	4	6	12	3	host	gene-PA1667	False	
gene-PA4536	86	53	24	32	5	11	4	1	host	gene-PA4536	False	
gene-PA0951	174	140	57	111	18	25	12	12	host	gene-PA0951	False	
gene-PA1448	87	68	42	53	7	11	6	3	host	fliR	False	
gene-PA5486	27	30	39	38	6	9	1	4	host	gene-PA5486	False	
gene-PA1827	7	11	4	10	0	0	1	1	host	gene-PA1827	False	
gene-PA2377	188	128	66	76	20	13	9	6	host	gene-PA2377	False	
gene-PA3612	52	39	34	43	4	6	7	5	host	gene-PA3612	False	
gene-PA2523	13	16	7	13	3	4	1	1	host	gene-PA2523	False	
gene-PA0727	48	73	27	37	7	13	7	6	host	gene-PA0727	False	
gene-PA3251	10	9	7	10	1	1	1	1	host	gene-PA3251	False	
gene-PA0844	15	22	15	19	3	3	9	1	host	plcH	False	
gene-PA4908	17	14	12	18	3	3	2	1	host	gene-PA4908	False	
gene-PA5534	30	11	2	10	1	2	2	1	host	gene-PA5534	False	
gene-PA2776	103	67	117	90	16	18	5	4	host	gene-PA2776	False	
gene-PA3943	70	52	44	73	9	13	9	1	host	gene-PA3943	False	
gene-PA3369	15	9	2	8	5	2	2	2	host	gene-PA3369	False	
gene-PA2294	4	4	6	6	3	0	1	1	host	gene-PA2294	False	
gene-PA4833	153	127	73	115	19	28	14	9	host	gene-PA4833	False	
gene-PA5273	34	53	8	30	1	6	1	2	host	gene-PA5273	False	
gene-PA5403	15	17	1	7	4	4	2	0	host	gene-PA5403	False	
gene-PA0893	136	226	88	177	20	24	5	9	host	argR	False	
gene-PA3741	18	43	32	65	18	21	17	13	host	gene-PA3741	False	
gene-PA3846	108	95	33	56	5	8	0	2	host	gene-PA3846	False	
gene-PA3136	8	11	6	12	5	2	1	0	host	gene-PA3136	False	
gene-PA4038	15	13	6	10	2	1	4	0	host	gene-PA4038	False	
gene-PA1838	23	29	27	22	4	14	17	6	host	cysI	False	
gene-PA3917	31	18	16	20	6	11	7	1	host	moaD	False	
gene-PA4591	43	55	23	41	5	4	3	2	host	gene-PA4591	False	
gene-PA0189	9	6	5	3	2	1	3	0	host	gene-PA0189	False	
gene-PA3486	60	43	12	34	10	16	9	3	host	gene-PA3486	False	
gene-PA0414	284	207	186	315	38	38	9	9	host	chpB	False	
gene-PA2640	24	46	131	204	46	60	27	24	host	nuoE	False	
gene-PA5292	42	54	40	50	9	6	6	4	host	pchP	False	
gene-PA4636	92	105	64	93	17	23	12	11	host	gene-PA4636	False	
gene-PA2373	67	59	77	84	9	7	4	5	host	gene-PA2373	False	
gene-PA2336	9	2	6	9	1	2	2	0	host	gene-PA2336	False	
gene-PA2341	10	7	5	8	3	3	0	1	host	gene-PA2341	False	
gene-PA2233	36	35	21	43	8	8	8	2	host	pslC	False	
gene-PA2335	11	11	5	8	4	2	1	1	host	gene-PA2335	False	
gene-PA5011	145	133	170	269	27	43	16	13	host	waaC	False	
gene-PA0013	37	42	19	39	9	9	12	10	host	gene-PA0013	False	
gene-PA3798	143	129	82	130	19	20	20	16	host	gene-PA3798	False	
gene-PA3393	5	6	3	6	2	3	5	0	host	nosD	False	
gene-PA2263	5	2	5	2	0	0	0	0	host	gene-PA2263	False	
gene-PA3993	61	43	38	52	9	6	4	5	host	gene-PA3993	False	
gene-PA3436	12	8	4	5	0	0	0	0	host	gene-PA3436	False	
