Geneid	0_R1	0_R2	0_R3	5_R1	5_R2	5_R3	10_R1	10_R2	10_R3	15_R1	15_R2	15_R3	Entity	Symbol	is_outlier	outlier_info
gene-PA4859	4	4	25	1	7	232	0	1	22	0	1	329	host	gene-PA4859	False	
gene-PA5471	40	45	37	32	41	181	11	14	24	11	8	315	host	gene-PA5471	False	
gene-PA3455	310	259	135	103	156	281	21	19	30	8	8	298	host	gene-PA3455	False	
gene-PA3255	145	133	42	88	100	155	20	19	19	11	9	200	host	gene-PA3255	False	
gene-PA0876	79	80	53	37	63	201	13	11	30	8	5	257	host	gene-PA0876	False	
gene-PA2650	12	10	17	11	9	110	3	2	9	0	3	248	host	gene-PA2650	False	
gene-PA2193	3	18	28	2	13	30	1	3	2	6	1	18	host	hcnA	False	
gene-PA2749	39	25	25	8	24	148	3	6	24	2	2	100	host	endA	False	
gene-PA0417	16	11	18	15	19	91	3	9	11	4	2	122	host	chpE	False	
gene-PA5515	75	62	17	26	34	90	6	13	11	7	1	110	host	gene-PA5515	False	
gene-PA1953	16	10	16	2	5	93	1	0	13	1	1	152	host	gene-PA1953	False	
gene-PA3967	21	14	25	23	35	109	9	17	12	3	4	86	host	gene-PA3967	False	
gene-PA2357	4	1	3	4	0	85	0	1	9	0	0	213	host	msuE	False	
gene-PA3467	9	10	29	5	10	165	2	0	23	2	2	342	host	gene-PA3467	False	
gene-PA2305	193	250	64	48	100	121	14	19	21	11	7	190	host	ambB	False	
gene-PA4010	86	59	34	37	75	465	11	20	28	6	3	250	host	gene-PA4010	False	
gene-PA4532	85	92	31	48	79	138	17	12	12	6	7	188	host	gene-PA4532	False	
gene-PA2253	2	4	4	2	4	30	0	1	3	2	0	38	host	ansA	False	
gene-PA0117	10	5	33	6	7	137	1	1	24	1	0	168	host	gene-PA0117	False	
gene-PA3135	31	26	27	14	24	148	3	6	13	3	2	161	host	gene-PA3135	False	
gene-PA1966	65	29	14	18	20	36	13	3	9	1	4	60	host	gene-PA1966	False	
gene-PA4891	10	4	10	5	3	66	1	3	5	0	2	114	host	ureE	False	
gene-PA3199	38	46	25	38	43	161	8	12	17	6	1	206	host	gene-PA3199	False	
gene-PA0949	104	64	26	71	86	113	26	10	11	15	11	189	host	wrbA	False	
gene-PA3316	38	32	16	15	35	86	8	8	8	6	2	99	host	gene-PA3316	False	
gene-PA0736a	7	10	16	6	5	57	2	0	13	1	0	40	host	gene-PA0736a	False	
gene-PA3549	5	1	16	0	3	179	0	4	21	2	2	209	host	algJ	False	
gene-PA2982	290	320	57	175	293	117	47	51	17	34	20	106	host	gene-PA2982	False	
gene-PA2712	44	32	27	21	33	86	11	8	15	1	2	76	host	gene-PA2712	False	
gene-PA2677	17	15	24	12	12	205	3	3	28	2	3	107	host	gene-PA2677	False	
gene-PA0484	141	50	40	34	44	151	9	4	11	1	2	141	host	gene-PA0484	False	
gene-PA4904	5	7	21	4	8	113	2	0	24	1	0	188	host	vanA	False	
gene-PA0147	19	23	33	3	10	267	1	2	22	1	1	466	host	gene-PA0147	False	
gene-PA0206	8	15	51	5	8	262	6	3	31	3	0	371	host	gene-PA0206	False	
gene-PA1525	36	34	47	15	27	206	5	3	30	2	2	118	host	alkB2	False	
gene-PA2596	9	7	9	6	8	121	1	1	15	1	2	189	host	gene-PA2596	False	
gene-PA3232	81	41	16	106	144	116	6	4	12	2	0	154	host	gene-PA3232	False	
gene-PA2481	60	67	75	60	97	168	6	13	12	8	2	238	host	gene-PA2481	False	
gene-PA2550	98	70	55	233	252	197	25	12	12	3	10	299	host	gene-PA2550	False	
gene-PA4894	108	96	13	29	36	28	5	4	9	1	3	30	host	gene-PA4894	False	
gene-PA2185	6	3	17	4	3	130	1	1	12	0	1	93	host	katN	False	
gene-PA4844	10	23	35	16	26	187	6	6	22	5	1	262	host	gene-PA4844	False	
gene-PA5210	167	165	186	115	191	314	27	36	35	17	15	265	host	gene-PA5210	False	
gene-PA0878	0	2	5	1	2	54	0	0	15	0	1	113	host	gene-PA0878	False	
gene-PA2574	27	25	40	17	26	271	2	2	35	2	1	148	host	alkB1	False	
gene-PA3005	245	238	45	126	165	122	24	43	14	23	14	154	host	nagZ	False	
gene-PA2244	10	11	11	5	8	51	4	2	7	1	1	118	host	pslN	False	
gene-PPLUZ19_gp21	0	0	42	5	9	12618	21395	28174	78266	87765	80098	106762	phage	gp21	False	
gene-PA1362	6	11	30	2	4	152	0	0	20	1	1	98	host	gene-PA1362	False	
gene-PA1558	7	11	7	7	9	64	3	4	6	1	0	90	host	gene-PA1558	False	
gene-PA3733a	14	16	29	8	9	128	0	8	17	3	0	110	host	gene-PA3733a	False	
gene-PA0479	17	11	50	8	7	169	1	2	29	0	1	241	host	gene-PA0479	False	
gene-PA1513	45	51	42	18	24	226	5	6	17	1	3	221	host	gene-PA1513	False	
gene-PA1908	21	11	13	17	25	45	1	2	10	2	1	101	host	gene-PA1908	False	
gene-PA1577	92	111	38	73	97	81	9	17	10	9	9	51	host	gene-PA1577	False	
gene-PA0118	6	7	53	2	2	231	2	0	41	1	0	291	host	gene-PA0118	False	
gene-PA1263	22	13	21	8	6	179	3	1	15	1	0	205	host	gene-PA1263	False	
gene-PA3457	24	20	34	12	29	56	6	8	7	5	2	63	host	gene-PA3457	False	
gene-PA1202	44	52	30	36	29	108	15	13	17	4	3	107	host	gene-PA1202	False	
gene-PA1748	45	51	127	21	41	235	9	10	16	12	8	73	host	gene-PA1748	False	
gene-PA2327	38	26	15	11	23	93	2	2	7	2	0	217	host	gene-PA2327	False	
gene-PA2722	30	6	12	5	14	68	4	4	9	0	2	108	host	gene-PA2722	False	
gene-PA2031	4	16	8	3	7	66	0	2	9	2	1	114	host	gene-PA2031	False	
gene-PA3566	15	10	34	10	21	174	2	0	25	0	1	237	host	gene-PA3566	False	
gene-PA4720	62	76	58	99	102	300	24	34	27	22	10	276	host	trmA	False	
gene-PA2777	41	48	18	31	37	79	7	6	19	1	1	123	host	gene-PA2777	False	
gene-PA0836	34	25	188	22	26	130	6	3	61	5	5	295	host	ackA	False	
gene-PA2108	21	18	17	25	19	156	5	6	13	1	3	247	host	gene-PA2108	False	
gene-PA3600	13	13	11	18	15	47	2	2	2	0	1	45	host	gene-PA3600	False	
gene-PA4322	77	85	158	79	115	99	24	30	10	9	8	175	host	gene-PA4322	False	
gene-PA4475	267	172	61	150	202	135	27	27	13	9	8	94	host	gene-PA4475	False	
gene-PA4823	0	0	10	0	0	45	0	1	1	1	0	75	host	gene-PA4823	False	
gene-PA1469	32	14	4	7	17	53	1	3	5	1	2	72	host	gene-PA1469	False	
gene-PA3536	95	73	24	36	61	73	16	26	13	12	8	108	host	gene-PA3536	False	
gene-PA2436	141	152	23	60	78	57	9	19	8	9	3	88	host	gene-PA2436	False	
gene-PA1265	0	2	4	0	0	36	0	0	9	0	2	65	host	gene-PA1265	False	
gene-PA0492	13	8	10	0	5	156	0	1	5	0	0	190	host	gene-PA0492	False	
gene-PA1855	2	2	3	5	2	29	1	1	3	0	0	52	host	gene-PA1855	False	
gene-PA2457	18	21	54	19	55	301	5	4	38	5	3	194	host	gene-PA2457	False	
gene-PA4172	3	2	57	3	2	123	0	1	32	0	0	357	host	gene-PA4172	False	
gene-PA3610	10	21	22	10	11	219	6	8	24	6	2	129	host	potD	False	
gene-PA4316	155	207	89	97	141	284	32	25	38	14	10	160	host	sbcB	False	
gene-PA2938	20	12	15	9	11	207	2	7	29	3	1	300	host	gene-PA2938	False	
gene-PA1424	28	16	12	11	19	79	2	4	10	4	0	91	host	gene-PA1424	False	
gene-PA0983	23	51	47	15	27	115	3	5	23	4	6	61	host	gene-PA0983	False	
gene-PA3196	62	65	35	99	195	146	8	17	19	5	6	174	host	gene-PA3196	False	
gene-PA0290	67	66	25	20	29	162	4	7	14	6	2	160	host	gene-PA0290	False	
gene-PA5007	119	134	56	105	200	155	21	21	15	8	4	171	host	gene-PA5007	False	
gene-PA2140	2	0	3	0	0	35	0	0	2	0	0	38	host	gene-PA2140	False	
gene-PA2842	49	57	37	33	60	112	5	12	22	10	5	126	host	gene-PA2842	False	
gene-PA2572	60	50	40	47	52	156	11	11	21	5	5	61	host	gene-PA2572	False	
gene-PA0069	24	19	41	13	28	254	7	7	28	6	3	388	host	gene-PA0069	False	
gene-PA4032	183	156	45	56	94	166	28	33	22	17	9	153	host	gene-PA4032	False	
gene-PA5522	125	107	37	91	137	178	23	22	17	7	5	227	host	gene-PA5522	False	
gene-PA0126	11	12	55	8	11	170	4	8	19	5	6	275	host	gene-PA0126	False	
gene-PA4975	68	52	23	32	78	179	8	10	17	2	3	194	host	gene-PA4975	False	
gene-PA2570.1	86	71	59	9	12	51	3	8	12	5	4	28	host	gene-PA2570.1	False	
gene-PA2566	10	31	28	23	46	157	7	20	21	8	2	52	host	gene-PA2566	False	
gene-PA1396	41	49	38	25	34	184	7	14	26	8	6	330	host	gene-PA1396	False	
gene-PA0881	1	3	16	0	1	118	0	0	21	0	1	417	host	gene-PA0881	False	
gene-PA0571	43	41	15	19	24	134	7	6	8	3	2	183	host	gene-PA0571	False	
gene-PA1192	82	126	61	120	176	248	37	37	22	28	16	128	host	gene-PA1192	False	
gene-PA2830	168	246	97	109	137	131	31	40	20	32	22	67	host	htpX	False	
gene-PA0959	150	127	55	77	88	136	10	26	26	12	10	87	host	gene-PA0959	False	
gene-PA1375	90	75	19	36	32	52	7	7	9	2	3	71	host	pdxB	False	
gene-PA2417	39	23	24	20	26	139	3	3	14	2	0	110	host	gene-PA2417	False	
gene-PA3842	125	40	21	70	30	109	18	2	15	1	1	87	host	gene-PA3842	False	
gene-PA3680	63	59	18	33	49	81	12	5	16	4	3	93	host	gene-PA3680	False	
gene-PA3787	126	115	54	37	79	236	12	15	13	9	6	205	host	gene-PA3787	False	
gene-PA0915	4	6	11	8	15	80	16	12	8	5	1	70	host	gene-PA0915	False	
gene-PA3573	20	27	31	30	45	159	5	11	19	3	4	203	host	gene-PA3573	False	
gene-PA2708	30	27	23	10	10	146	3	7	13	2	1	220	host	gene-PA2708	False	
gene-PA2167	1	3	16	0	3	88	2	1	13	0	0	138	host	gene-PA2167	False	
gene-PA4973	85	67	157	63	111	410	18	15	44	7	4	225	host	thiC	False	
gene-PA4729	41	68	34	36	64	182	22	15	22	14	6	169	host	panB	False	
gene-PA4574	27	31	22	25	55	186	10	15	14	9	9	210	host	gene-PA4574	False	
gene-PA1702	68	10	1	22	7	18	9	2	4	0	3	16	host	gene-PA1702	False	
gene-PA0098	14	14	18	6	9	107	3	4	7	5	1	181	host	gene-PA0098	False	
gene-PA2183	9	8	6	3	2	63	0	2	6	1	0	40	host	gene-PA2183	False	
gene-PA4727	137	119	107	161	294	467	36	37	58	20	13	307	host	pcnB	False	
gene-PA2262	7	12	17	6	9	173	2	4	14	0	3	131	host	gene-PA2262	False	
gene-PA1318	51	49	70	29	34	389	13	12	42	16	21	261	host	cyoB	False	
gene-PA3883	12	11	10	4	6	40	0	2	5	0	1	129	host	gene-PA3883	False	
gene-PA1083	92	61	64	87	86	136	12	15	17	5	11	279	host	flgH	False	
gene-PA1730	24	20	28	14	28	183	5	5	20	4	0	205	host	gene-PA1730	False	
gene-PA1385	16	22	44	4	9	290	5	4	34	1	1	154	host	gene-PA1385	False	
gene-PA2768	10	13	27	16	23	107	0	3	12	2	5	127	host	gene-PA2768	False	
gene-PA3740	42	30	34	20	32	148	9	8	13	4	5	57	host	gene-PA3740	False	
gene-PA3588	8	8	20	2	7	175	3	1	21	2	1	306	host	gene-PA3588	False	
gene-PA2602	14	15	15	8	6	101	0	1	10	1	2	71	host	gene-PA2602	False	
gene-PA0028	59	88	18	26	50	30	4	10	6	2	3	74	host	gene-PA0028	False	
gene-PA3118	145	152	57	87	133	217	15	14	22	5	6	153	host	leuB	False	
gene-PA5280	42	44	68	22	37	119	5	15	27	3	3	307	host	sss	False	
gene-PA1118	59	62	30	43	53	108	4	18	14	8	4	124	host	gene-PA1118	False	
gene-PA2914	34	27	13	19	14	70	2	4	8	0	0	136	host	gene-PA2914	False	
gene-PA4083	5	2	10	0	1	74	1	0	7	0	0	161	host	cupB4	False	
gene-PA5158	10	18	28	14	9	189	4	4	34	2	1	368	host	gene-PA5158	False	
gene-PA4836	13	5	17	7	11	126	2	3	13	3	0	247	host	gene-PA4836	False	
gene-PA2898	3	3	10	0	5	76	1	0	7	1	0	79	host	gene-PA2898	False	
gene-PA0102	99	119	61	108	161	186	46	67	16	32	7	221	host	gene-PA0102	False	
gene-PA3710	81	148	75	44	66	204	8	9	29	4	2	222	host	gene-PA3710	False	
gene-PA0807	14	14	27	26	41	179	23	13	20	7	10	254	host	ampDh3	False	
gene-PA2038	16	29	12	20	35	75	2	8	5	4	1	39	host	gene-PA2038	False	
gene-PA3018	46	40	39	41	58	107	6	12	16	5	1	187	host	gene-PA3018	False	
gene-PA1911	153	75	5	7	16	36	1	4	5	1	0	32	host	femR	False	
gene-PA0975	129	159	48	192	298	131	28	33	18	27	13	57	host	gene-PA0975	False	
gene-PA1391	48	36	42	40	37	232	5	1	35	2	1	99	host	gene-PA1391	False	
gene-PA3359	33	49	25	21	27	130	4	5	19	0	0	103	host	gene-PA3359	False	
gene-PA0544	30	26	26	13	9	185	5	10	14	3	0	162	host	gene-PA0544	False	
gene-PA1489	20	11	11	5	8	129	2	2	9	0	0	264	host	gene-PA1489	False	
gene-PA0014	9	8	21	7	11	164	2	4	8	1	1	103	host	gene-PA0014	False	
gene-PA1197	34	33	97	35	57	152	17	28	14	12	3	116	host	gene-PA1197	False	
gene-PA4872	86	65	35	39	54	166	15	15	11	6	1	457	host	gene-PA4872	False	
gene-PA0737	4	8	9	2	2	99	3	1	10	0	2	188	host	gene-PA0737	False	
gene-PA0359	47	41	20	23	27	96	4	5	10	3	4	151	host	gene-PA0359	False	
gene-PA3133.1	15	49	31	35	75	363	22	25	58	16	13	112	host	gene-PA3133.1	False	
gene-PPLUZ19_gp12.1	0	0	50	526	462	49062	71597	77058	24345	28150	21977	33341	phage	gp12.1	False	
gene-PA0833	63	83	57	85	88	168	25	22	20	12	9	90	host	gene-PA0833	False	
gene-PA3707	210	194	49	110	187	130	23	26	10	13	7	213	host	gene-PA3707	False	
gene-PA5483	45	42	50	30	31	243	2	2	34	5	7	273	host	algB	False	
gene-PA2733	200	280	193	156	291	355	12	25	27	12	8	50	host	gene-PA2733	False	
gene-PA2718	21	17	9	4	4	64	0	3	2	1	0	117	host	gene-PA2718	False	
gene-PA0741	19	21	226	19	31	82	7	7	10	0	4	111	host	gene-PA0741	False	
gene-PPLUZ19_gp43	0	0	2	444	736	100262	64	310	31401	20343	13706	214133	phage	gp43	False	
gene-PA1054	113	108	73	83	132	361	18	30	39	14	6	404	host	gene-PA1054	False	
gene-PA3579	48	40	26	68	153	254	20	10	22	9	5	470	host	gene-PA3579	False	
gene-PA4048	65	43	25	27	55	163	9	8	19	5	4	238	host	gene-PA4048	False	
gene-PA5567	59	72	45	90	139	273	25	24	37	12	13	210	host	gene-PA5567	False	
gene-PA0213	1	1	6	1	5	24	0	0	5	0	0	24	host	gene-PA0213	False	
gene-PA3558	1	1	2	0	4	23	1	1	2	0	1	44	host	arnF	False	
gene-PA4800	28	31	33	23	39	190	4	7	11	6	1	245	host	gene-PA4800	False	
gene-PA0058	4	4	6	1	3	55	2	2	8	0	0	208	host	gene-PA0058	False	
gene-PA2428	29	28	14	15	20	108	6	6	10	1	3	86	host	gene-PA2428	False	
gene-PA5548	57	63	50	53	79	314	15	18	43	16	15	430	host	gene-PA5548	False	
gene-PA0462	20	18	25	23	19	176	7	2	21	7	0	195	host	gene-PA0462	False	
gene-PA3879	50	24	202	17	21	124	5	2	12	2	1	241	host	narL	False	
gene-PA2864	72	82	41	40	47	87	12	5	10	9	6	103	host	gene-PA2864	False	
gene-PA3606	24	27	14	15	29	94	7	6	14	2	1	86	host	gene-PA3606	False	
gene-PA1724	180	92	10	161	116	77	41	19	8	4	9	129	host	pscK	False	
gene-PA0531	14	11	16	12	23	105	1	2	14	2	1	126	host	gene-PA0531	False	
gene-PA2689	15	7	5	4	7	43	4	0	11	1	1	56	host	gene-PA2689	False	
gene-PA4455	136	198	65	146	221	178	45	45	14	22	20	59	host	gene-PA4455	False	
gene-PA3951	26	27	177	9	18	139	7	6	18	3	0	105	host	gene-PA3951	False	
gene-PA5019	131	92	42	43	100	192	22	34	25	17	9	256	host	gene-PA5019	False	
gene-PA5122	34	34	25	20	17	110	2	4	23	7	3	120	host	gene-PA5122	False	
gene-PA3497	27	18	24	2	5	211	2	4	31	4	2	120	host	gene-PA3497	False	
gene-PA0477	16	12	31	8	3	182	0	3	25	0	1	246	host	gene-PA0477	False	
gene-PA3696	139	110	50	104	106	120	11	14	15	3	4	156	host	gene-PA3696	False	
gene-PA2833	12	12	13	4	5	47	0	2	9	1	0	31	host	gene-PA2833	False	
gene-PA3498	15	16	24	15	13	101	0	5	13	2	0	105	host	gene-PA3498	False	
gene-PA3073	32	19	10	19	31	108	3	5	11	5	2	203	host	gene-PA3073	False	
gene-PA3219	5	2	10	5	3	100	2	1	8	0	0	104	host	gene-PA3219	False	
gene-PA0906	46	46	124	26	46	205	6	2	30	3	3	90	host	gene-PA0906	False	
gene-PA2322	66	50	31	136	213	195	20	16	22	5	8	327	host	gene-PA2322	False	
gene-PA2235	134	129	102	188	230	290	51	24	30	24	15	304	host	pslE	False	
gene-PA0661	42	42	32	21	35	130	4	14	22	18	4	92	host	gene-PA0661	False	
gene-PA5298	61	61	37	78	110	155	30	52	62	24	13	176	host	gene-PA5298	False	
gene-PA0451a	42	18	25	13	18	205	0	5	15	6	0	246	host	gene-PA0451a	False	
gene-PA4893	42	54	23	26	50	125	4	4	16	3	3	84	host	ureG	False	
gene-PA0135	1	2	21	2	1	93	0	0	12	0	0	66	host	gene-PA0135	False	
gene-PA1431	83	196	100	97	158	59	13	22	4	5	3	37	host	rsaL	False	
gene-PA3521	12	3	14	2	3	112	1	4	16	0	0	193	host	gene-PA3521	False	
gene-PA0537	81	52	56	72	86	190	20	11	24	7	4	125	host	gene-PA0537	False	
gene-PA2558	53	63	25	65	79	84	23	28	17	16	6	99	host	gene-PA2558	False	
gene-PA0325	46	24	39	12	19	193	3	7	28	1	2	126	host	gene-PA0325	False	
gene-PA2961	178	167	97	198	316	200	27	58	16	24	14	135	host	holB	False	
gene-PA4183	26	33	23	13	11	77	2	0	7	2	0	57	host	gene-PA4183	False	
gene-PA1264	11	4	4	3	2	59	0	1	7	1	0	102	host	gene-PA1264	False	
gene-PA0420	84	110	87	132	201	405	37	40	42	22	8	438	host	bioA	False	
gene-PA4910	28	25	27	19	41	238	8	2	15	0	1	379	host	gene-PA4910	False	
gene-PA2134	2	2	9	0	3	51	0	1	5	0	0	72	host	gene-PA2134	False	
gene-PA1401	13	20	5	9	12	72	1	0	5	1	0	111	host	gene-PA1401	False	
gene-PA1472	19	13	18	12	16	109	3	1	9	3	2	160	host	gene-PA1472	False	
gene-PA2658	123	131	44	81	138	100	21	21	9	8	6	104	host	gene-PA2658	False	
gene-PA2130	12	22	42	7	8	217	3	2	29	4	2	390	host	cupA3	False	
gene-PA1237	6	4	4	4	1	54	1	0	8	0	1	82	host	gene-PA1237	False	
gene-PA4899	28	34	25	18	18	175	4	4	19	1	1	338	host	gene-PA4899	False	
gene-PA3577	42	24	7	6	22	65	0	4	3	2	0	27	host	gene-PA3577	False	
gene-PA3264	31	25	27	31	37	155	3	7	24	2	5	417	host	gene-PA3264	False	
gene-PA4804	39	29	34	7	16	274	7	4	31	2	5	397	host	gene-PA4804	False	
gene-PA4298	11	11	8	2	3	20	3	3	9	2	0	36	host	gene-PA4298	False	
gene-PA3139.1	6	11	21	8	24	364	7	2	47	4	0	83	host	gene-PA3139.1	False	
gene-PA0461	174	137	60	96	110	200	21	32	22	14	18	131	host	gene-PA0461	False	
gene-PA0614	44	52	19	25	49	56	13	25	15	14	4	21	host	gene-PA0614	False	
gene-PA3460	49	48	75	11	29	415	7	8	47	5	2	538	host	gene-PA3460	False	
gene-PA3717	21	21	15	11	18	86	4	5	18	4	2	169	host	gene-PA3717	False	
gene-PA2269	21	19	17	12	9	124	4	1	14	3	1	187	host	gene-PA2269	False	
gene-PA0612	18	28	7	11	22	37	14	16	3	6	3	12	host	ptrB	False	
gene-PA2470	6	2	23	3	3	164	0	2	17	2	1	290	host	gtdA	False	
gene-PA2212	10	5	22	9	7	86	3	2	11	1	1	247	host	gene-PA2212	False	
gene-PA2168	1	2	9	2	0	58	1	0	9	0	1	98	host	gene-PA2168	False	
gene-PA3428	1	3	13	0	4	72	0	1	10	1	0	150	host	gene-PA3428	False	
gene-PA0520	22	18	16	13	16	86	9	3	7	0	6	176	host	nirQ	False	
gene-PA1138	16	13	24	3	4	76	1	1	4	0	0	90	host	gene-PA1138	False	
gene-PA1019	13	13	32	2	8	178	3	2	27	3	1	234	host	mucK	False	
gene-PA5101	37	31	10	17	26	122	3	2	17	5	2	240	host	gene-PA5101	False	
gene-PA4880	19	20	45	4	10	226	1	1	21	1	1	196	host	gene-PA4880	False	
gene-PA0157	39	41	21	27	36	179	10	10	9	2	2	296	host	gene-PA0157	False	
gene-PA2224	4	12	35	6	9	180	1	3	19	4	0	145	host	gene-PA2224	False	
gene-PA1145	19	34	18	11	23	125	3	2	13	1	4	246	host	gene-PA1145	False	
gene-PA1578	57	31	16	23	46	108	5	7	7	1	4	89	host	gene-PA1578	False	
gene-PA4863	25	25	16	3	7	93	2	3	13	2	1	151	host	gene-PA4863	False	
gene-PA5417	0	3	16	1	2	97	1	0	10	1	0	118	host	soxD	False	
gene-PA3320	8	4	26	2	2	108	0	1	20	1	0	97	host	gene-PA3320	False	
gene-PA2797	108	152	65	100	156	100	30	27	10	28	15	82	host	gene-PA2797	False	
gene-PA1976	26	20	29	13	17	190	0	1	21	1	1	420	host	ercS'	False	
gene-PA1309	76	60	33	51	50	167	7	8	14	4	2	336	host	gene-PA1309	False	
gene-PA3227	88	79	65	102	111	145	18	12	17	11	5	86	host	ppiA	False	
gene-PA4452	219	149	41	93	125	67	24	36	7	13	13	37	host	gene-PA4452	False	
gene-PA1336	184	42	58	213	63	262	36	17	40	8	12	464	host	gene-PA1336	False	
gene-PA1234	52	43	8	16	27	41	2	2	7	2	2	148	host	gene-PA1234	False	
gene-PA3564	21	8	4	14	12	56	1	3	8	1	2	98	host	gene-PA3564	False	
gene-PA1508	21	16	19	3	20	61	2	1	3	0	0	23	host	gene-PA1508	False	
gene-PA1897	15	9	35	2	4	192	2	1	20	0	2	107	host	gene-PA1897	False	
gene-PA1225	15	10	22	1	5	83	0	0	15	0	0	85	host	gene-PA1225	False	
gene-PA1859	20	19	34	10	13	110	3	1	8	2	1	194	host	gene-PA1859	False	
gene-PA5541	159	115	44	84	126	270	10	14	35	4	4	358	host	pyrQ	False	
gene-PA5543	76	33	20	31	51	44	2	2	11	4	1	93	host	gene-PA5543	False	
gene-PA3864	67	63	52	40	90	121	17	11	12	6	8	210	host	dauR	False	
gene-PA4330	111	91	51	54	86	131	17	11	13	9	6	210	host	gene-PA4330	False	
gene-PA4785	49	32	37	31	52	207	4	4	22	2	1	317	host	gene-PA4785	False	
gene-PA4516	85	81	34	16	19	246	3	6	20	3	1	349	host	gene-PA4516	False	
gene-PA3352	146	109	76	99	113	99	16	25	10	10	8	44	host	gene-PA3352	False	
gene-PA3638	59	49	42	190	275	239	46	56	22	19	15	254	host	gene-PA3638	False	
gene-PA4636a	26	22	13	5	16	39	1	2	6	2	1	56	host	gene-PA4636a	False	
gene-PA0372	76	52	88	61	76	335	14	6	39	6	6	318	host	gene-PA0372	False	
gene-PA1177	16	11	15	9	14	33	1	1	4	2	0	27	host	napE	False	
gene-PA5474	96	84	113	21	43	310	9	19	36	6	5	514	host	gene-PA5474	False	
gene-PA1008	108	89	50	87	104	137	20	28	13	6	11	89	host	bcp	False	
gene-PA3212	92	117	28	39	54	104	9	10	7	13	2	126	host	gene-PA3212	False	
gene-PA2095	8	17	9	9	7	61	0	3	10	0	2	123	host	gene-PA2095	False	
gene-PA0043	27	16	32	11	12	207	2	4	36	0	1	385	host	gene-PA0043	False	
gene-PA3278	130	93	103	48	67	82	12	11	11	6	3	36	host	gene-PA3278	False	
gene-PA3567	59	48	39	61	104	215	8	9	18	1	0	456	host	gene-PA3567	False	
gene-PA2266	21	18	11	15	26	116	7	1	11	0	2	218	host	gene-PA2266	False	
gene-PA0150	66	59	16	9	7	62	0	5	12	3	1	58	host	gene-PA0150	False	
gene-PA1324	23	17	29	16	16	104	3	4	12	0	0	134	host	gene-PA1324	False	
gene-PA1182	49	26	20	23	35	103	12	11	10	3	4	232	host	gene-PA1182	False	
gene-PA5134	161	153	233	94	142	216	27	23	34	10	9	224	host	gene-PA5134	False	
gene-PA0922.1	5	5	19	5	2	167	2	2	53	3	2	50	host	gene-PA0922.1	False	
gene-PA1975	13	16	17	4	8	138	1	0	14	1	1	215	host	gene-PA1975	False	
gene-PA3510	12	5	32	12	15	133	2	2	23	0	0	104	host	gene-PA3510	False	
gene-PA0832	31	32	20	16	24	265	6	6	12	5	1	179	host	gene-PA0832	False	
gene-PA0025	79	99	59	43	89	221	15	18	15	7	8	299	host	aroE	False	
gene-PA2869	19	13	13	2	10	78	5	3	7	1	1	151	host	gene-PA2869	False	
gene-PA0538	24	27	35	18	21	179	2	5	18	4	2	145	host	dsbB	False	
gene-PA3265	15	6	17	9	12	73	0	0	10	2	5	119	host	gene-PA3265	False	
gene-PA2114	103	23	34	109	110	166	20	12	27	3	11	227	host	gene-PA2114	False	
gene-PA4077	5	4	17	3	4	131	4	3	15	0	1	111	host	gene-PA4077	False	
gene-PA1090	220	182	69	129	168	149	14	16	18	7	6	163	host	gene-PA1090	False	
gene-PA3761	23	19	25	14	28	192	4	3	24	5	1	475	host	gene-PA3761	False	
gene-PA3669	125	124	39	32	61	129	8	12	14	6	4	343	host	gene-PA3669	False	
gene-PA0713	114	192	181	28	80	103	6	13	11	2	5	40	host	gene-PA0713	False	
gene-PA0551	92	125	51	68	99	240	18	20	24	23	18	292	host	epd	False	
gene-PA5422	103	82	64	78	85	251	19	14	29	12	3	418	host	gene-PA5422	False	
gene-PA2217	17	10	20	6	16	142	4	6	14	1	4	268	host	gene-PA2217	False	
gene-PA2707	189	213	88	58	89	236	21	17	20	8	9	245	host	gene-PA2707	False	
gene-PA0224	40	33	77	10	22	420	5	8	35	1	2	438	host	gene-PA0224	False	
gene-PA2955	48	66	32	26	36	165	6	12	8	6	3	92	host	gene-PA2955	False	
gene-PA4822	10	9	26	7	16	214	2	5	23	5	1	421	host	gene-PA4822	False	
gene-PA0271	40	30	16	16	22	95	2	5	6	0	1	100	host	gene-PA0271	False	
gene-PA0557	28	27	26	20	42	167	3	3	11	2	2	136	host	gene-PA0557	False	
gene-PA0593	83	87	63	91	101	227	21	26	26	7	8	460	host	pdxA	False	
gene-PA3616	84	91	38	43	90	76	14	14	4	6	11	192	host	gene-PA3616	False	
gene-PA1283	87	37	14	17	35	81	7	5	10	5	2	188	host	gene-PA1283	False	
gene-PA0457	31	43	12	44	60	173	6	7	14	1	1	321	host	gene-PA0457	False	
gene-PA1693	49	44	18	41	32	135	21	11	11	7	3	82	host	pscR	False	
gene-PA3691	64	36	54	46	41	133	11	7	7	9	5	179	host	gene-PA3691	False	
gene-PA4790	34	31	19	20	40	109	4	6	12	3	2	97	host	gene-PA4790	False	
gene-PA1482	33	62	48	32	70	90	13	18	12	13	6	86	host	ccmH	False	
gene-PA3690	149	96	51	94	110	256	25	28	32	20	15	512	host	gene-PA3690	False	
gene-PA1940	121	169	100	53	72	281	17	17	44	14	9	237	host	gene-PA1940	False	
