Geneid	Ctrl_R1	Ctrl_R2	Ctrl_R3	0_R1	0_R2	0_R3	2_R1	2_R2	2_R3	5_R1	5_R2	5_R3	10_R1	10_R2	10_R3	20_R1	20_R2	20_R3	30_R1	30_R2	30_R3	Entity	Symbol	is_outlier	outlier_info
gene-SAURSH1000_RS03930	608	466	558	980	516	462	891	438	535	763	416	296	397	399	147	145	101	54	115	131	38	host	gene-SAURSH1000_RS03930	False	
gene-SAURSH1000_RS00820	170	36	445	169	16	451	140	9	117	226	21	95	292	93	53	54	59	33	34	52	24	host	gene-SAURSH1000_RS00820	False	
gene-SAURSH1000_RS02805	41	37	39	70	34	62	90	57	42	170	64	27	95	86	18	9	19	3	12	30	3	host	gene-SAURSH1000_RS02805	False	
gene-SAURSH1000_RS12585	302	615	276	433	832	299	535	787	328	496	372	146	319	357	72	94	107	33	60	120	12	host	gene-SAURSH1000_RS12585	False	
gene-SAURSH1000_RS04915	657	837	689	1141	1137	990	1292	922	767	1374	818	365	766	516	151	166	208	67	157	198	61	host	gene-SAURSH1000_RS04915	False	
gene-CPT_phageK_gp088	0	0	0	13	0	1	127	12	63	2496	324	2338	5799	3345	2902	1021	1446	1378	701	556	676	phage	gene-CPT_phageK_gp088	False	
gene-CPT_phageK_gp093	0	1	0	5	0	0	55	8	29	1198	164	1327	2578	1779	1497	427	610	586	324	319	380	phage	gene-CPT_phageK_gp093	False	
gene-SAURSH1000_RS00020	1017	1414	957	1198	1089	992	1410	1171	926	1275	1328	545	862	1243	318	285	451	160	184	389	98	host	recF	False	
gene-SAURSH1000_RS10535	21	17	15	24	15	16	31	18	14	27	23	15	12	8	3	9	7	1	6	1	0	host	gene-SAURSH1000_RS10535	False	
gene-SAURSH1000_RS12705	208	134	156	328	203	170	369	169	243	310	260	122	170	223	71	65	78	25	68	68	24	host	gene-SAURSH1000_RS12705	False	
gene-SAURSH1000_RS00860	93	98	76	90	79	71	106	67	83	172	85	45	109	152	28	32	41	9	11	45	4	host	gene-SAURSH1000_RS00860	False	
gene-SAURSH1000_RS05890	328	299	308	400	328	382	484	447	296	450	496	144	205	343	89	56	96	26	63	90	25	host	gene-SAURSH1000_RS05890	False	
gene-SAURSH1000_RS03350	31	75	40	56	282	38	78	471	29	104	819	36	107	1128	17	15	171	9	7	26	4	host	gene-SAURSH1000_RS03350	False	
gene-SAURSH1000_RS06610	104	111	128	170	95	137	202	113	115	285	125	82	203	206	82	49	67	18	36	65	14	host	arlR	False	
gene-SAURSH1000_RS11800	409	362	470	631	731	498	773	701	650	521	634	365	174	345	140	92	87	46	55	65	29	host	gene-SAURSH1000_RS11800	False	
gene-SAURSH1000_RS08870	763	655	609	1694	850	628	1753	1285	855	1428	1662	428	540	1227	116	215	285	44	323	362	37	host	gene-SAURSH1000_RS08870	False	
gene-SAURSH1000_RS04555	4	8	6	8	10	9	3	3	4	7	8	6	8	3	1	1	0	1	3	4	1	host	gene-SAURSH1000_RS04555	False	
gene-SAURSH1000_RS00960	126	197	117	140	81	84	136	62	79	161	100	56	160	372	47	129	146	26	77	214	16	host	gene-SAURSH1000_RS00960	False	
gene-SAURSH1000_RS03335	344	246	241	652	359	336	583	565	327	635	673	190	455	561	82	112	158	41	110	112	21	host	norA	False	
gene-SAURSH1000_RS07815	66	39	42	101	47	59	100	52	56	102	46	29	55	29	14	29	14	13	29	14	16	host	gene-SAURSH1000_RS07815	False	
gene-SAURSH1000_RS07890	170	186	115	234	236	196	238	302	149	279	306	98	133	230	32	31	50	15	28	64	9	host	yihA	False	
gene-SAURSH1000_RS11950	32	77	22	30	66	52	29	35	32	77	22	15	137	55	27	14	39	6	14	25	2	host	gene-SAURSH1000_RS11950	False	
gene-SAURSH1000_RS05010	370	325	343	646	282	316	653	282	400	451	295	217	237	314	83	95	78	30	102	73	20	host	gene-SAURSH1000_RS05010	False	
gene-SAURSH1000_RS11710	13	19	20	19	26	15	25	18	25	28	22	12	17	26	3	5	5	1	5	6	0	host	bioB	False	
gene-CPT_phageK_gp109	0	0	0	109	1	1	63	14	18	1608	197	2768	7454	4359	6199	8829	6783	9442	9638	6140	3865	phage	gene-CPT_phageK_gp109	False	
gene-SAURSH1000_RS06755	615	544	618	647	972	620	866	1078	557	565	1040	308	307	671	112	138	180	39	106	210	32	host	gene-SAURSH1000_RS06755	False	
gene-SAURSH1000_RS09885	1052	1175	1157	1324	945	1282	1793	1118	1168	1809	1541	726	886	1609	460	275	415	201	211	407	128	host	murF	False	
gene-SAURSH1000_RS04520	1017	1094	996	1522	1213	1067	1593	1504	1067	1405	1695	552	599	1260	247	210	270	96	176	316	69	host	gene-SAURSH1000_RS04520	False	
gene-SAURSH1000_RS06190	937	866	643	1297	698	621	1434	858	756	1302	1124	434	633	1062	144	240	254	44	201	212	34	host	gene-SAURSH1000_RS06190	False	
gene-SAURSH1000_RS06430	33	19	31	73	39	45	55	30	38	68	59	37	28	40	11	10	12	3	10	17	3	host	nikC	False	
gene-SAURSH1000_RS02985	226	527	384	402	447	374	304	263	401	438	220	140	1217	283	101	264	170	47	201	128	22	host	mnhD2	False	
gene-SAURSH1000_RS08795	284	550	316	395	518	350	548	519	340	563	585	159	333	871	107	104	158	48	72	216	34	host	hemE	False	
gene-SAURSH1000_RS10185	195	183	209	252	156	204	290	170	197	221	192	85	124	196	38	50	61	10	42	59	3	host	gene-SAURSH1000_RS10185	False	
gene-SAURSH1000_RS12400	12	5	14	22	2	20	15	7	4	19	8	11	12	10	16	4	4	3	1	3	2	host	gene-SAURSH1000_RS12400	False	
gene-SAURSH1000_RS02125	104	150	110	155	111	103	148	125	145	151	149	56	103	144	35	35	37	9	22	35	12	host	gene-SAURSH1000_RS02125	False	
gene-SAURSH1000_RS07380	123	225	171	225	175	195	293	172	186	321	210	101	223	272	83	48	94	36	28	68	16	host	gene-SAURSH1000_RS07380	False	
gene-SAURSH1000_RS00350	78	11	102	64	12	87	66	19	57	46	16	21	14	20	8	4	8	12	2	2	5	host	sbnD	False	
gene-SAURSH1000_RS00055	19	23	15	25	27	11	26	16	19	34	17	9	11	22	5	4	4	4	3	6	0	host	gene-SAURSH1000_RS00055	False	
gene-CPT_phageK_gp104	0	0	0	42	0	3	40	8	9	886	137	1038	4177	2395	3216	2547	3317	3881	3850	3773	3426	phage	gene-CPT_phageK_gp104	False	
gene-SAURSH1000_RS00730	66	47	218	62	10	211	56	10	37	97	20	42	196	39	44	12	28	14	17	78	10	host	murQ	False	
gene-SAURSH1000_RS03220	373	611	392	589	608	443	606	538	457	682	544	205	392	489	123	129	162	54	68	186	45	host	gene-SAURSH1000_RS03220	False	
gene-SAURSH1000_RS04120	594	595	757	841	491	620	1012	509	774	1000	710	407	572	590	201	242	224	119	167	219	70	host	gene-SAURSH1000_RS04120	False	
gene-SAURSH1000_RS09805	557	690	675	865	452	791	981	610	643	1391	939	372	897	1151	320	191	410	106	130	314	49	host	gene-SAURSH1000_RS09805	False	
gene-SAURSH1000_RS06550	141	204	154	195	128	134	210	119	151	134	122	75	119	113	33	43	37	19	27	51	16	host	gene-SAURSH1000_RS06550	False	
gene-SAURSH1000_RS05885	462	584	513	628	614	575	731	861	492	701	936	196	268	610	110	90	153	43	70	183	30	host	gene-SAURSH1000_RS05885	False	
gene-SAURSH1000_RS11150	260	259	212	322	242	187	289	218	210	214	203	96	170	161	47	78	54	15	68	65	7	host	gene-SAURSH1000_RS11150	False	
gene-SAURSH1000_RS07860	864	965	780	977	787	881	1201	834	822	1102	1243	527	645	1358	318	287	423	161	230	492	100	host	hemL	False	
gene-SAURSH1000_RS01060	164	124	142	207	113	149	253	149	147	229	188	61	168	340	34	57	71	8	35	89	7	host	gene-SAURSH1000_RS01060	False	
gene-SAURSH1000_RS04390	13	8	10	7	9	9	15	9	8	17	7	3	16	6	1	4	1	0	4	1	0	host	gene-SAURSH1000_RS04390	False	
gene-SAURSH1000_RS02305	343	315	314	538	366	376	586	472	353	503	594	201	275	461	83	83	111	37	65	122	21	host	folK	False	
gene-CPT_phageK_gp089	0	1	0	7	3	1	73	10	19	1795	228	1923	4910	3216	2672	1035	1540	1123	722	607	611	phage	gene-CPT_phageK_gp089	False	
gene-SAURSH1000_RS01415	246	184	173	283	185	149	216	216	109	330	301	100	240	429	62	90	139	39	52	112	21	host	lip2	False	
gene-SAURSH1000_RS08840	1096	1192	1028	1746	848	1116	1756	1134	986	1611	1485	643	849	1596	335	283	414	172	216	377	92	host	yhaM	False	
gene-SAURSH1000_RS05115	36	6	30	47	11	43	48	30	25	59	21	17	17	19	9	2	5	3	3	8	0	host	isdE	False	
gene-SAURSH1000_RS04805	164	650	168	154	888	180	234	493	131	217	314	75	473	540	58	110	203	33	70	166	21	host	purF	False	
gene-SAURSH1000_RS11245	156	237	172	254	181	142	254	194	180	200	209	86	114	189	37	43	56	16	31	47	13	host	gene-SAURSH1000_RS11245	False	
gene-SAURSH1000_RS07800	297	339	381	610	345	410	699	377	405	728	480	184	372	415	94	116	139	38	82	145	26	host	mreC	False	
gene-SAURSH1000_RS01235	391	502	434	514	365	502	490	386	339	518	526	247	372	504	146	109	129	50	54	155	27	host	gene-SAURSH1000_RS01235	False	
gene-SAURSH1000_RS10575	124	163	165	219	139	176	250	157	164	308	182	89	207	208	67	57	67	26	49	83	11	host	gene-SAURSH1000_RS10575	False	
gene-SAURSH1000_RS06095	13	24	7	35	19	34	25	32	18	62	41	10	29	22	3	7	9	2	10	11	0	host	gene-SAURSH1000_RS06095	False	
gene-SAURSH1000_RS01495	44	42	20	61	31	24	48	43	30	47	26	12	35	35	6	10	14	1	11	10	1	host	gene-SAURSH1000_RS01495	False	
gene-SAURSH1000_RS07830	10	9	4	12	13	8	14	9	8	12	9	3	9	8	0	2	5	3	4	1	0	host	gene-SAURSH1000_RS07830	False	
gene-SAURSH1000_RS04660	402	417	362	515	657	404	616	655	365	636	761	181	335	587	90	120	194	22	100	183	23	host	gene-SAURSH1000_RS04660	False	
gene-SAURSH1000_RS06230	42	12	36	55	33	30	50	35	41	54	51	35	40	44	27	27	15	15	23	17	19	host	sosA	False	
gene-SAURSH1000_RS06750	201	169	190	330	323	226	320	332	189	350	357	100	177	218	53	89	80	25	67	58	26	host	gene-SAURSH1000_RS06750	False	
gene-SAURSH1000_RS11160	124	160	144	237	137	133	221	137	187	245	142	88	120	104	44	50	46	12	20	39	10	host	gene-SAURSH1000_RS11160	False	
gene-SAURSH1000_RS01625	127	121	127	155	184	149	211	232	121	175	323	43	124	207	26	32	52	11	18	52	4	host	gene-SAURSH1000_RS01625	False	
gene-SAURSH1000_RS06045	4	8	8	9	3	5	10	5	8	29	15	5	13	7	0	1	3	1	3	2	0	host	gene-SAURSH1000_RS06045	False	
gene-SAURSH1000_RS01930	3	2	5	6	5	5	8	8	6	10	3	2	5	4	0	0	3	1	1	2	0	host	gene-SAURSH1000_RS01930	False	
gene-SAURSH1000_RS01170	21	24	9	30	48	20	30	45	25	35	39	7	19	26	2	5	3	1	7	7	2	host	gene-SAURSH1000_RS01170	False	
gene-SAURSH1000_RS00950	0	2	0	0	1	0	0	0	1	0	0	0	1	5	0	0	0	0	0	0	0	host	gene-SAURSH1000_RS00950	False	
gene-SAURSH1000_RS03330	185	145	117	305	167	146	276	159	177	241	186	78	114	175	29	31	36	12	30	51	12	host	gene-SAURSH1000_RS03330	False	
gene-SAURSH1000_RS10995	62	15	64	49	9	62	40	17	37	47	16	18	20	13	17	3	8	5	3	6	5	host	gene-SAURSH1000_RS10995	False	
gene-SAURSH1000_RS06105	129	91	90	213	58	109	200	73	137	320	82	65	152	56	24	41	17	7	23	17	9	host	gene-SAURSH1000_RS06105	False	
gene-SAURSH1000_RS02895	186	233	161	274	174	206	328	273	189	261	337	93	200	285	63	50	92	26	39	90	11	host	gene-SAURSH1000_RS02895	False	
gene-SAURSH1000_RS08865	208	233	167	293	384	233	292	412	221	282	422	98	139	232	41	43	61	23	37	61	13	host	gene-SAURSH1000_RS08865	False	
gene-SAURSH1000_RS04610	264	23	182	474	46	159	487	70	143	544	133	107	289	253	48	85	64	18	91	53	11	host	gene-SAURSH1000_RS04610	False	
gene-SAURSH1000_RS01305	42	37	45	62	49	58	62	69	26	111	72	31	47	44	16	10	17	3	5	20	5	host	gene-SAURSH1000_RS01305	False	
gene-SAURSH1000_RS04885	315	468	206	424	491	238	387	288	276	943	262	148	591	919	136	265	225	59	199	292	27	host	gene-SAURSH1000_RS04885	False	
gene-SAURSH1000_RS04465	403	304	322	531	327	358	664	468	385	677	649	258	319	565	113	115	135	38	77	143	23	host	mgtE	False	
gene-SAURSH1000_RS07280	13	18	19	19	35	16	22	22	20	34	24	8	13	25	3	7	10	1	1	9	2	host	comGA	False	
gene-SAURSH1000_RS12730	21	147	17	37	49	26	35	26	32	36	33	11	61	313	13	38	83	9	26	70	4	host	nrdG	False	
gene-SAURSH1000_RS12925	326	489	324	421	319	360	409	399	269	492	630	171	428	548	180	100	181	69	73	146	38	host	secA2	False	
gene-SAURSH1000_RS05270	25	13	20	19	10	8	31	10	15	21	35	11	28	41	4	29	41	14	20	108	7	host	hyl	False	
gene-CPT_phageK_gp075	0	1	0	5	0	0	74	12	24	1256	167	1294	2904	2005	1660	584	789	611	294	242	301	phage	gene-CPT_phageK_gp075	False	
gene-SAURSH1000_RS11300	103	122	152	152	105	114	217	87	149	154	109	66	76	80	27	45	21	13	20	26	11	host	gene-SAURSH1000_RS11300	False	
gene-SAURSH1000_RS05990	89	162	141	208	194	134	245	188	166	203	209	92	145	205	39	30	75	18	26	55	4	host	miaA	False	
gene-SAURSH1000_RS00845	46	14	41	94	25	23	100	58	19	122	176	20	102	171	12	46	42	7	62	48	7	host	gene-SAURSH1000_RS00845	False	
gene-SAURSH1000_RS10245	266	376	305	442	350	339	522	310	346	428	285	201	232	259	104	80	101	69	61	101	39	host	gene-SAURSH1000_RS10245	False	
gene-SAURSH1000_RS11455	416	483	398	681	463	414	622	449	444	654	538	242	317	403	105	115	114	47	91	141	30	host	gene-SAURSH1000_RS11455	False	
gene-SAURSH1000_RS07760	809	920	711	857	869	661	1021	1298	603	967	1859	325	482	1110	206	153	258	96	118	285	56	host	ruvB	False	
gene-SAURSH1000_RS04385	6	2	1	3	6	5	5	6	1	9	6	1	1	5	0	1	0	2	4	3	0	host	gene-SAURSH1000_RS04385	False	
gene-SAURSH1000_RS07180	493	498	550	843	560	579	912	709	501	897	806	237	407	641	121	112	182	57	103	192	30	host	nusB	False	
gene-SAURSH1000_RS07220	222	255	243	382	275	237	426	303	292	490	338	138	263	345	100	73	110	45	68	98	17	host	gene-SAURSH1000_RS07220	False	
gene-SAURSH1000_RS03475	411	518	652	664	814	728	705	765	639	633	611	315	406	479	128	134	180	69	91	136	53	host	gene-SAURSH1000_RS03475	False	
gene-SAURSH1000_RS08365	324	267	237	440	416	260	423	413	309	300	432	156	96	333	50	71	76	21	39	58	23	host	gene-SAURSH1000_RS08365	False	
gene-SAURSH1000_RS09235	654	675	769	961	675	698	1079	575	749	873	716	363	440	612	156	140	219	56	114	221	37	host	map	False	
gene-SAURSH1000_RS01290	10	13	8	27	21	13	28	30	11	40	43	8	23	29	2	3	5	1	4	11	0	host	gene-SAURSH1000_RS01290	False	
gene-SAURSH1000_RS07390	405	462	360	579	470	487	639	451	407	664	514	262	468	500	140	104	208	61	86	167	22	host	recO	False	
gene-SAURSH1000_RS12645	171	1074	141	184	268	149	168	166	163	200	144	90	140	192	48	45	31	26	46	38	14	host	gene-SAURSH1000_RS12645	False	
gene-SAURSH1000_RS00815	122	15	323	101	6	233	114	10	52	190	11	82	225	43	54	29	36	14	19	33	19	host	gene-SAURSH1000_RS00815	False	
gene-SAURSH1000_RS12495	42	55	47	77	49	39	89	51	47	86	75	27	32	61	14	10	20	4	19	18	2	host	gene-SAURSH1000_RS12495	False	
gene-SAURSH1000_RS02840	19	20	29	51	19	33	29	28	34	85	37	18	36	35	4	8	12	1	9	10	0	host	gene-SAURSH1000_RS02840	False	
gene-SAURSH1000_RS00390	143	864	145	178	396	120	256	221	130	223	171	109	303	398	97	209	219	110	102	201	52	host	gene-SAURSH1000_RS00390	False	
gene-SAURSH1000_RS00925	153	91	131	293	98	158	269	122	151	380	210	93	190	213	36	67	76	16	67	80	11	host	gene-SAURSH1000_RS00925	False	
gene-SAURSH1000_RS05760	563	350	444	698	635	689	634	605	375	719	696	261	362	734	128	140	175	69	108	163	28	host	gene-SAURSH1000_RS05760	False	
gene-SAURSH1000_RS10395	236	292	185	241	224	151	225	164	152	247	182	60	146	163	40	60	53	26	38	53	14	host	gene-SAURSH1000_RS10395	False	
gene-SAURSH1000_RS04215	478	483	1342	614	310	1030	735	293	483	888	363	409	818	350	427	194	173	145	77	230	98	host	gene-SAURSH1000_RS04215	False	
gene-SAURSH1000_RS02670	55	52	48	113	61	81	101	69	61	106	79	32	62	76	12	32	23	5	12	27	2	host	gene-SAURSH1000_RS02670	False	
gene-SAURSH1000_RS09705	159	122	133	238	172	202	255	204	179	283	181	64	149	197	38	42	50	11	30	60	7	host	tsaE	False	
gene-SAURSH1000_RS09730	8	49	11	10	21	10	12	16	12	9	13	7	15	15	2	6	7	7	8	6	3	host	ilvC	False	
gene-SAURSH1000_RS03210	3	7	4	7	8	5	5	10	1	5	9	1	0	4	1	0	1	1	1	4	0	host	gene-SAURSH1000_RS03210	False	
gene-SAURSH1000_RS11985	195	472	242	226	429	233	251	324	223	217	266	132	157	282	85	48	88	45	35	82	28	host	gene-SAURSH1000_RS11985	False	
gene-SAURSH1000_RS07040	164	588	145	228	1010	151	322	647	183	277	566	103	178	414	67	97	99	23	60	83	11	host	xerD	False	
gene-SAURSH1000_RS00090	638	211	296	267	199	87	322	180	230	448	270	215	193	337	89	212	54	75	105	88	51	host	gene-SAURSH1000_RS00090	False	
gene-SAURSH1000_RS07285	684	598	651	1085	570	853	1193	654	725	1218	766	418	903	971	255	343	342	150	242	297	86	host	gene-SAURSH1000_RS07285	False	
gene-SAURSH1000_RS01525	23	73	28	53	58	25	68	61	36	72	45	27	66	69	13	12	11	7	9	9	6	host	gene-SAURSH1000_RS01525	False	
gene-SAURSH1000_RS08730	69	117	70	170	123	100	169	114	106	245	114	58	182	87	31	33	55	20	28	33	4	host	gene-SAURSH1000_RS08730	False	
gene-SAURSH1000_RS04265	960	1045	991	1112	1010	1064	1385	1210	912	1320	1328	532	684	1316	310	244	308	143	134	365	66	host	addA	False	
gene-SAURSH1000_RS03340	1050	796	800	1999	1386	772	1815	1386	970	1146	1411	445	498	631	108	249	170	42	316	240	33	host	gene-SAURSH1000_RS03340	False	
gene-SAURSH1000_RS05065	154	162	176	405	171	242	327	188	230	431	218	114	176	171	47	42	68	16	47	48	15	host	gene-SAURSH1000_RS05065	False	
gene-SAURSH1000_RS05175	675	840	683	807	945	831	882	1062	612	984	1275	351	440	736	230	160	213	103	134	252	66	host	gene-SAURSH1000_RS05175	False	
gene-SAURSH1000_RS05865	397	449	409	660	583	463	602	695	377	695	802	248	437	625	141	224	193	98	211	254	57	host	gene-SAURSH1000_RS05865	False	
gene-SAURSH1000_RS08800	7	14	4	8	9	4	10	9	8	8	8	2	5	5	0	0	3	1	1	2	0	host	gene-SAURSH1000_RS08800	False	
gene-SAURSH1000_RS11905	88	75	105	144	96	109	164	84	70	117	68	42	79	99	15	28	28	6	28	35	4	host	gene-SAURSH1000_RS11905	False	
gene-SAURSH1000_RS11280	30	29	29	65	38	21	64	34	43	49	56	27	40	66	12	25	12	7	8	9	5	host	gene-SAURSH1000_RS11280	False	
gene-SAURSH1000_RS11620	206	252	246	435	217	295	499	257	313	490	291	148	271	350	82	82	94	27	51	108	26	host	gene-SAURSH1000_RS11620	False	
gene-SAURSH1000_RS07445	566	401	562	664	518	698	644	542	539	590	489	240	271	383	123	104	89	45	68	117	35	host	gene-SAURSH1000_RS07445	False	
gene-SAURSH1000_RS02440	679	797	705	898	949	707	1245	1075	764	1031	1154	409	513	866	192	191	239	82	148	289	43	host	radA	False	
gene-SAURSH1000_RS00795	26	39	20	33	28	19	41	33	22	34	27	9	21	17	4	1	4	2	6	8	1	host	gene-SAURSH1000_RS00795	False	
gene-SAURSH1000_RS00705	201	55	322	223	47	287	227	45	211	260	48	125	137	45	70	27	26	38	22	25	15	host	gene-SAURSH1000_RS00705	False	
gene-SAURSH1000_RS10600	5	4	3	10	3	6	5	7	2	8	4	4	4	2	0	1	2	0	0	1	0	host	gene-SAURSH1000_RS10600	False	
gene-SAURSH1000_RS10375	175	232	170	296	289	191	201	330	172	254	256	72	137	112	21	44	34	11	49	33	9	host	sepA	False	
gene-SAURSH1000_RS12775	0	2	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	host	gene-SAURSH1000_RS12775	False	
gene-CPT_phageK_gp186	0	0	0	34	0	0	9	1	1	39	12	29	294	132	351	2385	1868	4183	4027	3704	2654	phage	gene-CPT_phageK_gp186	False	
gene-SAURSH1000_RS01705	230	293	269	402	280	272	429	259	289	414	260	121	278	253	60	100	106	29	72	75	9	host	gene-SAURSH1000_RS01705	False	
gene-SAURSH1000_RS03570	111	93	104	192	153	108	193	178	139	208	175	53	98	116	27	56	31	5	28	26	6	host	gene-SAURSH1000_RS03570	False	
gene-SAURSH1000_RS11780	519	145	1230	654	72	840	603	59	547	722	90	377	384	73	183	94	46	62	62	79	40	host	gene-SAURSH1000_RS11780	False	
gene-SAURSH1000_RS00155	8	5	4	4	28	9	5	17	6	19	7	1	7	6	0	5	4	0	0	0	0	host	gene-SAURSH1000_RS00155	False	
gene-SAURSH1000_RS05155	104	119	161	189	111	129	220	127	185	199	153	74	83	114	36	47	43	9	30	43	7	host	rnhC	False	
gene-SAURSH1000_RS04125	184	276	180	351	340	180	355	214	217	281	258	167	172	147	40	64	43	17	58	59	23	host	gene-SAURSH1000_RS04125	False	
gene-SAURSH1000_RS03085	222	276	240	383	288	222	421	303	299	343	372	179	209	313	82	98	123	33	89	104	22	host	gene-SAURSH1000_RS03085	False	
gene-SAURSH1000_RS09335	866	779	780	990	1152	927	1104	1264	698	1113	1392	437	601	1005	232	209	303	108	125	311	63	host	pcrA	False	
gene-SAURSH1000_RS10650	244	330	303	315	443	278	401	402	237	302	453	128	174	389	72	92	122	21	37	122	18	host	gene-SAURSH1000_RS10650	False	
gene-SAURSH1000_RS09685	84	81	73	141	80	53	122	112	71	184	135	36	108	124	26	45	47	7	29	55	6	host	gene-SAURSH1000_RS09685	False	
gene-SAURSH1000_RS04170	501	369	405	812	378	486	750	411	448	1002	485	317	538	530	129	153	133	54	156	149	31	host	mnhE1	False	
gene-SAURSH1000_RS01405	98	54	126	141	44	86	137	74	88	108	112	71	70	119	32	33	37	9	29	49	12	host	gene-SAURSH1000_RS01405	False	
gene-SAURSH1000_RS09370	344	511	376	574	507	464	626	629	451	664	692	231	340	587	115	105	172	42	79	165	19	host	gene-SAURSH1000_RS09370	False	
gene-SAURSH1000_RS04320	16	18	21	43	38	26	35	36	26	47	23	12	26	19	4	6	5	1	5	6	0	host	gene-SAURSH1000_RS04320	False	
gene-SAURSH1000_RS08140	39	36	53	79	36	40	67	40	49	87	51	44	54	52	18	13	19	8	9	18	5	host	gene-SAURSH1000_RS08140	False	
gene-SAURSH1000_RS10440	80	34	112	147	41	137	100	41	127	109	51	35	31	44	18	6	8	3	9	12	7	host	sfaA	False	
gene-SAURSH1000_RS11450	163	255	162	307	222	188	321	212	171	315	222	119	176	228	49	68	54	24	32	62	11	host	gene-SAURSH1000_RS11450	False	
gene-SAURSH1000_RS11190	425	328	374	544	336	386	797	508	515	737	787	288	345	716	107	122	133	46	88	143	21	host	gene-SAURSH1000_RS11190	False	
gene-SAURSH1000_RS02920	153	200	268	401	196	244	377	222	286	417	287	138	231	256	83	77	70	28	48	86	7	host	gene-SAURSH1000_RS02920	False	
gene-SAURSH1000_RS07545	356	304	384	526	357	451	651	479	455	636	604	229	261	522	93	93	126	44	60	161	33	host	gene-SAURSH1000_RS07545	False	
gene-SAURSH1000_RS00915	44	24	45	38	23	28	41	17	34	34	26	22	15	10	6	6	3	7	3	10	4	host	gene-SAURSH1000_RS00915	False	
gene-SAURSH1000_RS05710	43	35	41	80	27	61	65	36	35	107	46	17	50	26	12	4	16	5	14	5	0	host	fmhC	False	
gene-SAURSH1000_RS12100	81	127	127	97	124	72	89	271	62	78	407	46	50	164	25	43	55	19	27	63	10	host	fnbB	False	
gene-SAURSH1000_RS06495	8	162	15	15	43	14	17	20	27	21	14	14	25	120	12	3	7	9	5	3	3	host	gene-SAURSH1000_RS06495	False	
gene-SAURSH1000_RS10890	16	12	11	7	19	15	25	23	15	26	30	6	12	22	2	4	2	1	1	10	3	host	gene-SAURSH1000_RS10890	False	
gene-SAURSH1000_RS11230	208	399	268	301	128	270	320	101	239	546	149	179	544	399	217	131	225	75	68	159	34	host	hutG	False	
gene-SAURSH1000_RS03885	24	32	20	23	32	26	28	35	21	37	23	12	31	23	8	4	6	4	7	5	2	host	gene-SAURSH1000_RS03885	False	
gene-SAURSH1000_RS01925	87	125	71	93	132	72	127	149	98	125	217	45	42	178	18	20	36	11	18	42	9	host	gene-SAURSH1000_RS01925	False	
gene-SAURSH1000_RS00620	19	32	21	32	10	16	35	11	27	54	7	17	72	34	17	14	13	3	3	9	2	host	gene-SAURSH1000_RS00620	False	
gene-SAURSH1000_RS07995	189	287	274	305	240	268	383	187	343	392	198	141	288	352	112	79	104	43	40	101	15	host	gene-SAURSH1000_RS07995	False	
gene-SAURSH1000_RS01255	75	71	51	139	79	71	165	76	73	187	106	45	125	79	39	40	27	9	29	18	8	host	gene-SAURSH1000_RS01255	False	
gene-SAURSH1000_RS08420	68	37	31	101	37	38	110	52	49	110	101	36	50	56	17	14	14	8	20	21	4	host	gene-SAURSH1000_RS08420	False	
gene-SAURSH1000_RS01165	269	388	279	561	496	311	625	666	285	832	851	163	369	505	82	87	155	42	97	139	31	host	gene-SAURSH1000_RS01165	False	
gene-CPT_phageK_gp025	0	0	0	10	0	0	10	2	2	433	69	619	2526	1099	1825	1310	1535	1578	1071	1134	408	phage	gene-CPT_phageK_gp025	False	
gene-SAURSH1000_RS09670	764	555	735	1197	699	642	1214	707	825	1114	1064	400	544	737	141	215	242	51	176	229	38	host	gene-SAURSH1000_RS09670	False	
gene-SAURSH1000_RS03035	244	327	284	477	358	312	470	297	296	445	314	129	272	262	67	86	95	24	81	116	15	host	tarA	False	
gene-SAURSH1000_RS09825	670	671	641	788	589	691	986	671	658	892	828	344	410	824	177	135	183	101	77	218	50	host	alr	False	
gene-SAURSH1000_RS04310	1	6	4	8	9	2	6	8	0	6	1	2	2	7	0	0	1	0	2	2	0	host	gene-SAURSH1000_RS04310	False	
gene-SAURSH1000_RS04670	413	402	375	509	617	404	530	632	422	569	701	205	285	416	100	86	121	46	73	135	21	host	menH	False	
gene-SAURSH1000_RS09125	378	495	393	547	985	428	483	1002	532	414	997	258	196	510	107	92	116	51	81	104	39	host	gene-SAURSH1000_RS09125	False	
gene-SAURSH1000_RS13090	12	18	9	15	17	22	20	25	19	27	20	8	16	22	2	8	4	1	4	7	0	host	gene-SAURSH1000_RS13090	False	
gene-SAURSH1000_RS07265	4	1	3	7	5	5	4	5	4	6	5	4	3	7	2	1	1	0	1	0	0	host	comGD	False	
gene-SAURSH1000_RS11095	276	649	290	419	421	391	476	478	300	540	563	189	783	944	171	255	406	92	156	240	59	host	gene-SAURSH1000_RS11095	False	
gene-SAURSH1000_RS05830	632	426	496	1254	421	478	1181	549	609	935	771	300	479	512	124	167	177	63	151	191	34	host	rbfA	False	
