Geneid	0_R1	0_R2	0_R3	5_R1	5_R2	5_R3	10_R1	10_R2	10_R3	15_R1	15_R2	15_R3	Entity	Symbol
gene-PA1044	24	32	24	13	19	63	4	2	4	3	3	143	host	gene-PA1044
gene-PA1846	136	142	92	141	194	305	41	46	23	25	19	222	host	cti
gene-PA0073	22	7	18	6	10	20	1	2	11	1	1	44	host	gene-PA0073
gene-PPLUZ19_gp49	0	0	0	36	67	13189	5	30	2107	815	522	20680	phage	gp49
gene-PA0273	5	3	25	0	3	71	0	1	20	0	0	171	host	gene-PA0273
gene-PA2285	17	13	32	14	12	178	8	5	21	6	8	136	host	gene-PA2285
gene-PA3944	35	20	84	13	21	113	2	0	18	1	0	222	host	gene-PA3944
gene-PA1765	32	51	21	28	25	166	2	6	17	1	2	236	host	gene-PA1765
gene-PA4788	6	2	14	2	7	102	2	0	15	0	1	185	host	gene-PA4788
gene-PA0100	229	235	218	124	277	332	29	38	29	20	13	145	host	gene-PA0100
gene-PA2319	59	45	44	29	55	203	11	9	22	3	4	169	host	gene-PA2319
gene-PA2877	39	28	19	12	15	142	0	4	11	2	2	301	host	gene-PA2877
gene-PA1749	168	255	75	40	64	136	6	17	10	7	7	33	host	gene-PA1749
gene-PA5166	97	89	40	46	64	243	15	15	21	7	4	406	host	gene-PA5166
gene-PA3217	39	48	51	36	33	224	8	8	37	7	11	218	host	cyaB
gene-PA1358	108	103	31	43	60	83	11	11	13	4	4	135	host	gene-PA1358
gene-PA0339	36	27	14	18	15	94	4	3	12	3	0	183	host	gene-PA0339
gene-PA0052	6	2	14	2	2	189	0	2	9	1	0	374	host	gene-PA0052
gene-PA3086	150	100	16	53	86	155	15	17	8	3	6	225	host	gene-PA3086
gene-PA2149	0	0	3	0	0	31	0	0	4	0	0	98	host	gene-PA2149
gene-PA1968	38	45	9	23	29	35	7	7	2	1	2	31	host	gene-PA1968
gene-PA2323	191	110	118	152	175	274	38	24	28	12	10	285	host	gene-PA2323
gene-PA2862	36	30	45	23	22	204	7	3	22	2	3	240	host	lipA
gene-PA0444	19	26	28	12	16	244	1	9	27	4	2	356	host	gene-PA0444
gene-PA1780	3	5	5	0	3	47	1	1	9	1	2	100	host	nirD
gene-PA0037	16	18	29	5	14	89	1	6	23	5	0	98	host	trpI
gene-PA2004	69	86	62	100	105	157	21	17	25	10	6	252	host	gene-PA2004
gene-PA0284	11	10	16	2	2	128	1	0	15	3	2	108	host	gene-PA0284
gene-PA1796	62	60	25	89	113	124	22	17	17	12	8	167	host	folD
gene-PA3751	125	142	61	153	195	211	28	13	24	5	6	274	host	purT
gene-PA2496	6	6	10	9	11	82	2	2	5	2	1	200	host	gene-PA2496
gene-PA3628	137	150	190	113	151	207	36	29	21	14	3	225	host	gene-PA3628
gene-PA4019	109	96	27	78	108	120	11	18	16	9	4	209	host	gene-PA4019
gene-PA0817	109	87	26	53	107	72	13	11	12	5	3	127	host	gene-PA0817
gene-PA1409	5	5	19	2	11	124	0	0	21	2	0	214	host	aphA
gene-PA5518	97	104	92	97	124	425	14	35	48	12	9	341	host	gene-PA5518
gene-PA2081	12	11	16	14	16	176	1	2	9	1	1	148	host	kynB
gene-PA2042	168	255	85	208	364	215	39	35	33	20	19	112	host	gene-PA2042
gene-PA2782	7	7	12	2	3	68	1	0	9	0	0	126	host	gene-PA2782
gene-PA2987	79	66	25	64	90	67	13	17	12	9	5	85	host	gene-PA2987
gene-PA3538	37	32	45	30	22	273	7	7	24	8	4	375	host	gene-PA3538
gene-PA3431	5	2	11	3	4	100	1	1	11	2	1	79	host	gene-PA3431
gene-PA0605	45	55	38	62	74	307	6	15	43	3	4	165	host	gene-PA0605
gene-PA1997	60	46	41	32	43	205	12	5	13	3	3	357	host	gene-PA1997
gene-PA4835	31	27	15	12	22	198	6	4	29	0	1	326	host	gene-PA4835
gene-PA3963a	12	7	18	2	6	79	3	1	15	0	0	135	host	gene-PA3963a
gene-PA2906	105	85	27	37	51	77	16	27	16	14	5	85	host	gene-PA2906
gene-PA2921	18	15	10	4	6	124	1	1	3	0	2	210	host	gene-PA2921
gene-PA5391	6	5	19	3	1	85	5	3	12	0	3	135	host	gene-PA5391
gene-PA1904	6	22	73	5	58	136	1	10	11	0	0	190	host	phzF2
gene-PA0218	35	18	36	14	19	241	5	4	24	1	2	191	host	gene-PA0218
gene-PA3502	6	12	10	5	12	139	1	3	7	1	0	182	host	gene-PA3502
gene-PA2841	31	21	15	14	32	76	6	8	6	2	0	176	host	gene-PA2841
gene-PA2356	2	1	10	3	3	95	0	0	7	1	0	205	host	msuD
gene-PA2539	59	36	33	90	145	90	16	40	8	15	11	73	host	gene-PA2539
gene-PA2852	92	53	24	26	31	176	11	9	22	2	4	169	host	gene-PA2852
gene-PA4331	58	53	19	13	36	93	3	8	7	3	17	239	host	gene-PA4331
gene-PA3961	164	125	62	81	128	282	20	18	34	13	10	345	host	gene-PA3961
gene-PA4657	91	68	49	54	52	167	10	9	18	8	3	333	host	gene-PA4657
gene-PA3429	15	2	19	3	12	109	2	0	14	1	1	343	host	gene-PA3429
gene-PA1686	60	49	24	34	55	94	6	15	13	2	6	152	host	alkA
gene-PA4701	213	215	133	129	171	314	40	43	25	29	25	311	host	gene-PA4701
gene-PA0657	295	216	82	78	95	327	25	24	41	26	11	380	host	gene-PA0657
gene-PA1423	58	53	41	20	31	169	4	2	21	4	2	267	host	bdlA
gene-PA5381	13	12	17	8	12	59	0	2	10	2	0	108	host	gene-PA5381
gene-PA0256	79	98	62	23	55	267	6	3	25	5	4	185	host	gene-PA0256
gene-PA3947	32	29	65	13	20	321	3	10	26	1	1	137	host	rocR
gene-PA1189	29	32	30	17	20	101	3	4	10	3	1	155	host	gene-PA1189
gene-PA4381	117	140	28	42	88	177	19	14	8	13	11	121	host	gene-PA4381
gene-PA0334	53	48	39	31	60	191	8	12	16	3	2	353	host	gene-PA0334
gene-PA2123	23	22	21	13	24	91	4	5	5	2	1	121	host	gene-PA2123
gene-PA3053	35	26	33	18	28	136	4	7	18	2	5	119	host	gene-PA3053
gene-PA4337	11	12	14	9	11	112	3	5	13	1	1	190	host	gene-PA4337
gene-PA1675	42	47	25	44	45	68	11	12	13	13	7	74	host	gene-PA1675
gene-PA2066	16	15	14	8	14	61	1	3	7	1	3	169	host	gene-PA2066
gene-PA0510	4	1	18	0	2	122	1	0	18	0	1	171	host	gene-PA0510
gene-PA4091	23	32	41	24	22	245	3	4	40	3	3	435	host	hpaA
gene-PA4473	162	113	47	150	232	129	18	27	4	12	11	128	host	gene-PA4473
gene-PA1474	160	107	46	82	113	201	19	17	19	12	7	361	host	gene-PA1474
gene-PA1484	45	64	33	25	63	159	10	10	20	8	6	89	host	gene-PA1484
gene-PA5500	85	59	34	27	42	182	14	7	27	6	7	201	host	znuC
gene-PA3237	8	10	12	5	5	97	0	0	5	1	2	82	host	gene-PA3237
gene-PA0279	17	13	7	6	8	61	1	3	6	1	1	102	host	gene-PA0279
gene-PA3247	77	89	47	97	129	208	20	30	31	9	16	300	host	gene-PA3247
gene-PA4639	83	100	92	55	59	443	17	29	20	17	14	184	host	gene-PA4639
gene-PA3008	87	130	71	100	183	102	34	37	12	13	13	77	host	gene-PA3008
gene-PA1842	67	68	49	38	53	108	9	17	14	9	6	84	host	gene-PA1842
gene-PA4818	4	5	17	0	9	196	1	2	26	2	0	433	host	gene-PA4818
gene-PA2265	16	14	36	19	21	208	3	2	29	1	7	250	host	gene-PA2265
gene-PA3927	12	17	15	8	3	139	1	1	19	0	0	212	host	gene-PA3927
gene-PA3042	32	35	27	29	45	90	13	13	3	2	1	48	host	gene-PA3042
gene-PA1715	303	117	12	233	162	25	40	25	5	5	18	51	host	pscB
gene-PA0115	98	112	43	38	66	190	19	9	16	6	4	308	host	gene-PA0115
gene-PA2283	7	3	19	5	10	152	4	3	19	5	1	210	host	gene-PA2283
gene-PA2505	19	16	20	4	15	137	4	3	21	0	1	84	host	opdT
gene-PA1308	144	148	22	100	136	88	22	23	6	8	9	77	host	gene-PA1308
gene-PA2026	45	35	43	46	103	134	7	7	13	4	2	120	host	gene-PA2026
gene-PA2147	20	11	39	7	9	283	4	2	31	3	3	302	host	katE
gene-PA1209	13	7	20	7	8	65	0	3	13	2	0	141	host	gene-PA1209
gene-PA2378	222	238	78	88	158	232	14	19	20	11	3	435	host	gene-PA2378
gene-PA5087	41	59	88	20	38	342	3	5	43	3	5	357	host	gene-PA5087
gene-PA0360	175	149	78	79	147	255	21	22	36	9	9	280	host	gene-PA0360
gene-PA1065	52	53	126	34	35	65	6	7	5	3	2	111	host	gene-PA1065
gene-PA4713	20	14	17	14	16	140	2	2	17	2	5	110	host	gene-PA4713
gene-PA1892	3	4	23	7	6	101	1	1	8	0	1	148	host	gene-PA1892
gene-PA3423	8	24	31	8	13	269	2	3	28	6	0	162	host	gene-PA3423
gene-PA1639	113	105	41	61	91	128	25	24	11	10	5	186	host	gene-PA1639
gene-PA3403	32	21	20	50	58	81	17	21	13	10	5	74	host	gene-PA3403
gene-PA2179	7	3	17	1	2	126	2	1	14	0	0	182	host	gene-PA2179
gene-PA2867	105	108	144	62	78	150	6	11	24	8	8	364	host	gene-PA2867
gene-PA2665	18	14	28	5	6	147	1	2	19	1	0	201	host	gene-PA2665
gene-PA5525	71	73	47	36	49	136	4	8	19	6	5	168	host	gene-PA5525
gene-PA1575	15	12	10	21	31	67	6	2	11	2	0	86	host	gene-PA1575
gene-PA2340	13	12	28	5	7	143	1	5	21	3	1	162	host	gene-PA2340
gene-PA1504	17	25	17	13	22	87	4	3	13	2	0	76	host	gene-PA1504
gene-PA1410	9	3	9	7	19	147	1	1	14	2	1	160	host	gene-PA1410
gene-PA2339	20	11	18	7	5	91	1	2	14	2	1	147	host	gene-PA2339
gene-PA3517	9	12	20	9	13	207	1	1	22	0	2	322	host	gene-PA3517
gene-PA4399	122	63	36	55	63	153	8	13	15	4	6	283	host	gene-PA4399
gene-PA2182	5	4	9	1	2	50	1	0	2	0	1	29	host	gene-PA2182
gene-PA1971	66	45	38	30	44	190	7	4	18	4	1	225	host	braZ
gene-PA1864	0	0	4	0	1	47	0	1	4	0	2	81	host	gene-PA1864
gene-PA3739	59	55	43	43	48	236	17	20	44	4	3	195	host	gene-PA3739
gene-PA2016	104	153	114	43	71	117	0	6	15	0	1	104	host	liuR
gene-PA4925	38	45	27	15	29	198	8	8	25	2	4	159	host	gene-PA4925
gene-PA1526	82	63	52	74	98	130	17	18	15	10	5	51	host	gene-PA1526
gene-PA4534	187	191	62	84	116	192	23	41	21	8	13	123	host	gene-PA4534
gene-PA4859	4	4	25	1	7	232	0	1	22	0	1	329	host	gene-PA4859
gene-PA5471	40	45	37	32	41	181	11	14	24	11	8	315	host	gene-PA5471
gene-PA3455	310	259	135	103	156	281	21	19	30	8	8	298	host	gene-PA3455
gene-PA3255	145	133	42	88	100	155	20	19	19	11	9	200	host	gene-PA3255
gene-PA0876	79	80	53	37	63	201	13	11	30	8	5	257	host	gene-PA0876
gene-PA2650	12	10	17	11	9	110	3	2	9	0	3	248	host	gene-PA2650
gene-PA2193	3	18	28	2	13	30	1	3	2	6	1	18	host	hcnA
gene-PA2749	39	25	25	8	24	148	3	6	24	2	2	100	host	endA
gene-PA0417	16	11	18	15	19	91	3	9	11	4	2	122	host	chpE
gene-PA5515	75	62	17	26	34	90	6	13	11	7	1	110	host	gene-PA5515
gene-PA1953	16	10	16	2	5	93	1	0	13	1	1	152	host	gene-PA1953
gene-PA3967	21	14	25	23	35	109	9	17	12	3	4	86	host	gene-PA3967
gene-PA2357	4	1	3	4	0	85	0	1	9	0	0	213	host	msuE
gene-PA3467	9	10	29	5	10	165	2	0	23	2	2	342	host	gene-PA3467
gene-PA2305	193	250	64	48	100	121	14	19	21	11	7	190	host	ambB
gene-PA4010	86	59	34	37	75	465	11	20	28	6	3	250	host	gene-PA4010
gene-PA4532	85	92	31	48	79	138	17	12	12	6	7	188	host	gene-PA4532
gene-PA2253	2	4	4	2	4	30	0	1	3	2	0	38	host	ansA
gene-PA0117	10	5	33	6	7	137	1	1	24	1	0	168	host	gene-PA0117
gene-PA3135	31	26	27	14	24	148	3	6	13	3	2	161	host	gene-PA3135
gene-PA1966	65	29	14	18	20	36	13	3	9	1	4	60	host	gene-PA1966
gene-PA4891	10	4	10	5	3	66	1	3	5	0	2	114	host	ureE
gene-PA3199	38	46	25	38	43	161	8	12	17	6	1	206	host	gene-PA3199
gene-PA0949	104	64	26	71	86	113	26	10	11	15	11	189	host	wrbA
gene-PA3316	38	32	16	15	35	86	8	8	8	6	2	99	host	gene-PA3316
gene-PA0736a	7	10	16	6	5	57	2	0	13	1	0	40	host	gene-PA0736a
gene-PA3549	5	1	16	0	3	179	0	4	21	2	2	209	host	algJ
gene-PA2982	290	320	57	175	293	117	47	51	17	34	20	106	host	gene-PA2982
gene-PA2712	44	32	27	21	33	86	11	8	15	1	2	76	host	gene-PA2712
gene-PA2677	17	15	24	12	12	205	3	3	28	2	3	107	host	gene-PA2677
gene-PA0484	141	50	40	34	44	151	9	4	11	1	2	141	host	gene-PA0484
gene-PA4904	5	7	21	4	8	113	2	0	24	1	0	188	host	vanA
gene-PA0147	19	23	33	3	10	267	1	2	22	1	1	466	host	gene-PA0147
gene-PA0206	8	15	51	5	8	262	6	3	31	3	0	371	host	gene-PA0206
gene-PA1525	36	34	47	15	27	206	5	3	30	2	2	118	host	alkB2
gene-PA2596	9	7	9	6	8	121	1	1	15	1	2	189	host	gene-PA2596
gene-PA3232	81	41	16	106	144	116	6	4	12	2	0	154	host	gene-PA3232
gene-PA2481	60	67	75	60	97	168	6	13	12	8	2	238	host	gene-PA2481
gene-PA2550	98	70	55	233	252	197	25	12	12	3	10	299	host	gene-PA2550
gene-PA4894	108	96	13	29	36	28	5	4	9	1	3	30	host	gene-PA4894
gene-PA2185	6	3	17	4	3	130	1	1	12	0	1	93	host	katN
gene-PA4844	10	23	35	16	26	187	6	6	22	5	1	262	host	gene-PA4844
gene-PA5210	167	165	186	115	191	314	27	36	35	17	15	265	host	gene-PA5210
gene-PA0878	0	2	5	1	2	54	0	0	15	0	1	113	host	gene-PA0878
gene-PA2574	27	25	40	17	26	271	2	2	35	2	1	148	host	alkB1
gene-PA3005	245	238	45	126	165	122	24	43	14	23	14	154	host	nagZ
gene-PA2244	10	11	11	5	8	51	4	2	7	1	1	118	host	pslN
gene-PPLUZ19_gp21	0	0	42	5	9	12618	21395	28174	78266	87765	80098	106762	phage	gp21
gene-PA1362	6	11	30	2	4	152	0	0	20	1	1	98	host	gene-PA1362
gene-PA1558	7	11	7	7	9	64	3	4	6	1	0	90	host	gene-PA1558
gene-PA3733a	14	16	29	8	9	128	0	8	17	3	0	110	host	gene-PA3733a
gene-PA0479	17	11	50	8	7	169	1	2	29	0	1	241	host	gene-PA0479
gene-PA1513	45	51	42	18	24	226	5	6	17	1	3	221	host	gene-PA1513
gene-PA1908	21	11	13	17	25	45	1	2	10	2	1	101	host	gene-PA1908
gene-PA1577	92	111	38	73	97	81	9	17	10	9	9	51	host	gene-PA1577
gene-PA0118	6	7	53	2	2	231	2	0	41	1	0	291	host	gene-PA0118
gene-PA1263	22	13	21	8	6	179	3	1	15	1	0	205	host	gene-PA1263
gene-PA3457	24	20	34	12	29	56	6	8	7	5	2	63	host	gene-PA3457
gene-PA1202	44	52	30	36	29	108	15	13	17	4	3	107	host	gene-PA1202
gene-PA1748	45	51	127	21	41	235	9	10	16	12	8	73	host	gene-PA1748
gene-PA2327	38	26	15	11	23	93	2	2	7	2	0	217	host	gene-PA2327
gene-PA2722	30	6	12	5	14	68	4	4	9	0	2	108	host	gene-PA2722
gene-PA2031	4	16	8	3	7	66	0	2	9	2	1	114	host	gene-PA2031
gene-PA3566	15	10	34	10	21	174	2	0	25	0	1	237	host	gene-PA3566
gene-PA4720	62	76	58	99	102	300	24	34	27	22	10	276	host	trmA
gene-PA2777	41	48	18	31	37	79	7	6	19	1	1	123	host	gene-PA2777
gene-PA0836	34	25	188	22	26	130	6	3	61	5	5	295	host	ackA
gene-PA2108	21	18	17	25	19	156	5	6	13	1	3	247	host	gene-PA2108
gene-PA3600	13	13	11	18	15	47	2	2	2	0	1	45	host	gene-PA3600
gene-PA4322	77	85	158	79	115	99	24	30	10	9	8	175	host	gene-PA4322
gene-PA4475	267	172	61	150	202	135	27	27	13	9	8	94	host	gene-PA4475
gene-PA4823	0	0	10	0	0	45	0	1	1	1	0	75	host	gene-PA4823
gene-PA1469	32	14	4	7	17	53	1	3	5	1	2	72	host	gene-PA1469
gene-PA3536	95	73	24	36	61	73	16	26	13	12	8	108	host	gene-PA3536
gene-PA2436	141	152	23	60	78	57	9	19	8	9	3	88	host	gene-PA2436
gene-PA1265	0	2	4	0	0	36	0	0	9	0	2	65	host	gene-PA1265
gene-PA0492	13	8	10	0	5	156	0	1	5	0	0	190	host	gene-PA0492
gene-PA1855	2	2	3	5	2	29	1	1	3	0	0	52	host	gene-PA1855
gene-PA2457	18	21	54	19	55	301	5	4	38	5	3	194	host	gene-PA2457
gene-PA4172	3	2	57	3	2	123	0	1	32	0	0	357	host	gene-PA4172
gene-PA3610	10	21	22	10	11	219	6	8	24	6	2	129	host	potD
gene-PA4316	155	207	89	97	141	284	32	25	38	14	10	160	host	sbcB
gene-PA2938	20	12	15	9	11	207	2	7	29	3	1	300	host	gene-PA2938
gene-PA1424	28	16	12	11	19	79	2	4	10	4	0	91	host	gene-PA1424
gene-PA0983	23	51	47	15	27	115	3	5	23	4	6	61	host	gene-PA0983
gene-PA3196	62	65	35	99	195	146	8	17	19	5	6	174	host	gene-PA3196
gene-PA0290	67	66	25	20	29	162	4	7	14	6	2	160	host	gene-PA0290
gene-PA5007	119	134	56	105	200	155	21	21	15	8	4	171	host	gene-PA5007
gene-PA2140	2	0	3	0	0	35	0	0	2	0	0	38	host	gene-PA2140
gene-PA2842	49	57	37	33	60	112	5	12	22	10	5	126	host	gene-PA2842
gene-PA2572	60	50	40	47	52	156	11	11	21	5	5	61	host	gene-PA2572
gene-PA0069	24	19	41	13	28	254	7	7	28	6	3	388	host	gene-PA0069
gene-PA4032	183	156	45	56	94	166	28	33	22	17	9	153	host	gene-PA4032
gene-PA5522	125	107	37	91	137	178	23	22	17	7	5	227	host	gene-PA5522
gene-PA0126	11	12	55	8	11	170	4	8	19	5	6	275	host	gene-PA0126
gene-PA4975	68	52	23	32	78	179	8	10	17	2	3	194	host	gene-PA4975
gene-PA2570.1	86	71	59	9	12	51	3	8	12	5	4	28	host	gene-PA2570.1
gene-PA2566	10	31	28	23	46	157	7	20	21	8	2	52	host	gene-PA2566
gene-PA1396	41	49	38	25	34	184	7	14	26	8	6	330	host	gene-PA1396
gene-PA0881	1	3	16	0	1	118	0	0	21	0	1	417	host	gene-PA0881
gene-PA0571	43	41	15	19	24	134	7	6	8	3	2	183	host	gene-PA0571
gene-PA1192	82	126	61	120	176	248	37	37	22	28	16	128	host	gene-PA1192
gene-PA2830	168	246	97	109	137	131	31	40	20	32	22	67	host	htpX
gene-PA0959	150	127	55	77	88	136	10	26	26	12	10	87	host	gene-PA0959
gene-PA1375	90	75	19	36	32	52	7	7	9	2	3	71	host	pdxB
gene-PA2417	39	23	24	20	26	139	3	3	14	2	0	110	host	gene-PA2417
gene-PA3842	125	40	21	70	30	109	18	2	15	1	1	87	host	gene-PA3842
gene-PA3680	63	59	18	33	49	81	12	5	16	4	3	93	host	gene-PA3680
gene-PA3787	126	115	54	37	79	236	12	15	13	9	6	205	host	gene-PA3787
gene-PA0915	4	6	11	8	15	80	16	12	8	5	1	70	host	gene-PA0915
gene-PA3573	20	27	31	30	45	159	5	11	19	3	4	203	host	gene-PA3573
gene-PA2708	30	27	23	10	10	146	3	7	13	2	1	220	host	gene-PA2708
gene-PA2167	1	3	16	0	3	88	2	1	13	0	0	138	host	gene-PA2167
gene-PA4973	85	67	157	63	111	410	18	15	44	7	4	225	host	thiC
gene-PA4729	41	68	34	36	64	182	22	15	22	14	6	169	host	panB
gene-PA4574	27	31	22	25	55	186	10	15	14	9	9	210	host	gene-PA4574
gene-PA1702	68	10	1	22	7	18	9	2	4	0	3	16	host	gene-PA1702
gene-PA0098	14	14	18	6	9	107	3	4	7	5	1	181	host	gene-PA0098
gene-PA2183	9	8	6	3	2	63	0	2	6	1	0	40	host	gene-PA2183
gene-PA4727	137	119	107	161	294	467	36	37	58	20	13	307	host	pcnB
gene-PA2262	7	12	17	6	9	173	2	4	14	0	3	131	host	gene-PA2262
gene-PA1318	51	49	70	29	34	389	13	12	42	16	21	261	host	cyoB
gene-PA3883	12	11	10	4	6	40	0	2	5	0	1	129	host	gene-PA3883
gene-PA1083	92	61	64	87	86	136	12	15	17	5	11	279	host	flgH
gene-PA1730	24	20	28	14	28	183	5	5	20	4	0	205	host	gene-PA1730
gene-PA1385	16	22	44	4	9	290	5	4	34	1	1	154	host	gene-PA1385
gene-PA2768	10	13	27	16	23	107	0	3	12	2	5	127	host	gene-PA2768
gene-PA3740	42	30	34	20	32	148	9	8	13	4	5	57	host	gene-PA3740
gene-PA3588	8	8	20	2	7	175	3	1	21	2	1	306	host	gene-PA3588
gene-PA2602	14	15	15	8	6	101	0	1	10	1	2	71	host	gene-PA2602
gene-PA0028	59	88	18	26	50	30	4	10	6	2	3	74	host	gene-PA0028
gene-PA3118	145	152	57	87	133	217	15	14	22	5	6	153	host	leuB
gene-PA5280	42	44	68	22	37	119	5	15	27	3	3	307	host	sss
gene-PA1118	59	62	30	43	53	108	4	18	14	8	4	124	host	gene-PA1118
gene-PA2914	34	27	13	19	14	70	2	4	8	0	0	136	host	gene-PA2914
gene-PA4083	5	2	10	0	1	74	1	0	7	0	0	161	host	cupB4
gene-PA5158	10	18	28	14	9	189	4	4	34	2	1	368	host	gene-PA5158
gene-PA4836	13	5	17	7	11	126	2	3	13	3	0	247	host	gene-PA4836
gene-PA2898	3	3	10	0	5	76	1	0	7	1	0	79	host	gene-PA2898
gene-PA0102	99	119	61	108	161	186	46	67	16	32	7	221	host	gene-PA0102
gene-PA3710	81	148	75	44	66	204	8	9	29	4	2	222	host	gene-PA3710
gene-PA0807	14	14	27	26	41	179	23	13	20	7	10	254	host	ampDh3
gene-PA2038	16	29	12	20	35	75	2	8	5	4	1	39	host	gene-PA2038
gene-PA3018	46	40	39	41	58	107	6	12	16	5	1	187	host	gene-PA3018
gene-PA1911	153	75	5	7	16	36	1	4	5	1	0	32	host	femR
gene-PA0975	129	159	48	192	298	131	28	33	18	27	13	57	host	gene-PA0975
gene-PA1391	48	36	42	40	37	232	5	1	35	2	1	99	host	gene-PA1391
gene-PA3359	33	49	25	21	27	130	4	5	19	0	0	103	host	gene-PA3359
gene-PA0544	30	26	26	13	9	185	5	10	14	3	0	162	host	gene-PA0544
gene-PA1489	20	11	11	5	8	129	2	2	9	0	0	264	host	gene-PA1489
gene-PA0014	9	8	21	7	11	164	2	4	8	1	1	103	host	gene-PA0014
gene-PA1197	34	33	97	35	57	152	17	28	14	12	3	116	host	gene-PA1197
gene-PA4872	86	65	35	39	54	166	15	15	11	6	1	457	host	gene-PA4872
gene-PA0737	4	8	9	2	2	99	3	1	10	0	2	188	host	gene-PA0737
gene-PA0359	47	41	20	23	27	96	4	5	10	3	4	151	host	gene-PA0359
gene-PA3133.1	15	49	31	35	75	363	22	25	58	16	13	112	host	gene-PA3133.1
gene-PPLUZ19_gp12.1	0	0	50	526	462	49062	71597	77058	24345	28150	21977	33341	phage	gp12.1
gene-PA0833	63	83	57	85	88	168	25	22	20	12	9	90	host	gene-PA0833
gene-PA3707	210	194	49	110	187	130	23	26	10	13	7	213	host	gene-PA3707
gene-PA5483	45	42	50	30	31	243	2	2	34	5	7	273	host	algB
gene-PA2733	200	280	193	156	291	355	12	25	27	12	8	50	host	gene-PA2733
gene-PA2718	21	17	9	4	4	64	0	3	2	1	0	117	host	gene-PA2718
gene-PA0741	19	21	226	19	31	82	7	7	10	0	4	111	host	gene-PA0741
gene-PPLUZ19_gp43	0	0	2	444	736	100262	64	310	31401	20343	13706	214133	phage	gp43
gene-PA1054	113	108	73	83	132	361	18	30	39	14	6	404	host	gene-PA1054
gene-PA3579	48	40	26	68	153	254	20	10	22	9	5	470	host	gene-PA3579
gene-PA4048	65	43	25	27	55	163	9	8	19	5	4	238	host	gene-PA4048
gene-PA5567	59	72	45	90	139	273	25	24	37	12	13	210	host	gene-PA5567
gene-PA0213	1	1	6	1	5	24	0	0	5	0	0	24	host	gene-PA0213
gene-PA3558	1	1	2	0	4	23	1	1	2	0	1	44	host	arnF
gene-PA4800	28	31	33	23	39	190	4	7	11	6	1	245	host	gene-PA4800
gene-PA0058	4	4	6	1	3	55	2	2	8	0	0	208	host	gene-PA0058
gene-PA2428	29	28	14	15	20	108	6	6	10	1	3	86	host	gene-PA2428
gene-PA5548	57	63	50	53	79	314	15	18	43	16	15	430	host	gene-PA5548
gene-PA0462	20	18	25	23	19	176	7	2	21	7	0	195	host	gene-PA0462
gene-PA3879	50	24	202	17	21	124	5	2	12	2	1	241	host	narL
gene-PA2864	72	82	41	40	47	87	12	5	10	9	6	103	host	gene-PA2864
gene-PA3606	24	27	14	15	29	94	7	6	14	2	1	86	host	gene-PA3606
gene-PA1724	180	92	10	161	116	77	41	19	8	4	9	129	host	pscK
gene-PA0531	14	11	16	12	23	105	1	2	14	2	1	126	host	gene-PA0531
gene-PA2689	15	7	5	4	7	43	4	0	11	1	1	56	host	gene-PA2689
gene-PA4455	136	198	65	146	221	178	45	45	14	22	20	59	host	gene-PA4455
gene-PA3951	26	27	177	9	18	139	7	6	18	3	0	105	host	gene-PA3951
gene-PA5019	131	92	42	43	100	192	22	34	25	17	9	256	host	gene-PA5019
gene-PA5122	34	34	25	20	17	110	2	4	23	7	3	120	host	gene-PA5122
gene-PA3497	27	18	24	2	5	211	2	4	31	4	2	120	host	gene-PA3497
gene-PA0477	16	12	31	8	3	182	0	3	25	0	1	246	host	gene-PA0477
gene-PA3696	139	110	50	104	106	120	11	14	15	3	4	156	host	gene-PA3696
gene-PA2833	12	12	13	4	5	47	0	2	9	1	0	31	host	gene-PA2833
gene-PA3498	15	16	24	15	13	101	0	5	13	2	0	105	host	gene-PA3498
gene-PA3073	32	19	10	19	31	108	3	5	11	5	2	203	host	gene-PA3073
gene-PA3219	5	2	10	5	3	100	2	1	8	0	0	104	host	gene-PA3219
gene-PA0906	46	46	124	26	46	205	6	2	30	3	3	90	host	gene-PA0906
gene-PA2322	66	50	31	136	213	195	20	16	22	5	8	327	host	gene-PA2322
gene-PA2235	134	129	102	188	230	290	51	24	30	24	15	304	host	pslE
gene-PA0661	42	42	32	21	35	130	4	14	22	18	4	92	host	gene-PA0661
gene-PA5298	61	61	37	78	110	155	30	52	62	24	13	176	host	gene-PA5298
gene-PA0451a	42	18	25	13	18	205	0	5	15	6	0	246	host	gene-PA0451a
gene-PA4893	42	54	23	26	50	125	4	4	16	3	3	84	host	ureG
gene-PA0135	1	2	21	2	1	93	0	0	12	0	0	66	host	gene-PA0135
gene-PA1431	83	196	100	97	158	59	13	22	4	5	3	37	host	rsaL
gene-PA3521	12	3	14	2	3	112	1	4	16	0	0	193	host	gene-PA3521
gene-PA0537	81	52	56	72	86	190	20	11	24	7	4	125	host	gene-PA0537
gene-PA2558	53	63	25	65	79	84	23	28	17	16	6	99	host	gene-PA2558
gene-PA0325	46	24	39	12	19	193	3	7	28	1	2	126	host	gene-PA0325
gene-PA2961	178	167	97	198	316	200	27	58	16	24	14	135	host	holB
gene-PA4183	26	33	23	13	11	77	2	0	7	2	0	57	host	gene-PA4183
gene-PA1264	11	4	4	3	2	59	0	1	7	1	0	102	host	gene-PA1264
